,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,13211205,,3363,"BOISE RIVER AT CALDWELL, ID",43.67735278,-116.7011306,2.6056812728524843,0.9839139273210175,0.9456380443956756,log_Q
