,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,12398600,1700,25200,PEND OREILLE RIVER AT INTERNATIONAL BOUNDARY,48.99881409,-117.3535794,4.648062424934148,1.5689277517923697,0.9403418193767387,log_Q
