,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,13340600,1706.15,1296,NF CLEARWATER RIVER NR CANYON RANGER STATION ID,46.84055556,-115.621111,1.8862430158808454,1.007984809695098,0.9764165418066767,log_Q
