,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,13176400,4253.65,2140,"EF OWYHEE RIVER AT CRUTCHER CROSSING, ID",42.26136944,-116.8684417,3.785011669710663,1.1197447437782657,0.8998812438628274,tmean..degrees.C.
