,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,13307000,3157.59,6239,SALMON RIVER NR SHOUP ID,45.3225,-114.44,2.627229301816209,1.0854545163763183,0.9521565775251061,tmean..degrees.C. & log_Q
