,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,13296000,5950,189,YANKEE FORK SALMON RIVER NR CLAYTON ID,44.27888889,-114.7338889,1.7646507826195652,1.1606160994760806,0.9578554311708495,log_Q
