,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,13317660,850,,SNAKE RIVER AT McDUFF RAPIDS AT CHINA GARDEN ID,46.00305556,-116.9169444,4.116224635775005,1.0972081711043182,0.9577987408210162,log_Q
