,site,alt_va,drain_area_va,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient,perm
0,12413370,2490,28.2,EF PINE CREEK ABV NABOB CR NEAR PINEHURST ID,47.47666667,-116.2216667,2.918059669328077,1.1053358535243016,0.9383966754575837,log_Q
