,site,station_nm,dec_lat_va,dec_long_va,max_bias,RMS,correlation_coefficient
0,13310800,"EFSF SALMON R ABV MEADOW CRK NR STIBNITE, ID",44.90225,-115.3256667,2.8034334885614367,0.7243175144620572,0.939629213773395
