"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","doy"
"167",2017-06-25,0,11.3,21.9,32.4,5.9,3.48,41.38,"USGS","13266000",22.5,"A",19.8,"A",987,"A","2017",6,176
"168",2017-06-26,0,12,23.6,35.3,8.8,3.17,47.66,"USGS","13266000",22.2,"A",20.1,"A",916,"A","2017",6,177
"169",2017-06-27,0.73,14.9,24.7,34.5,11,4.12,41.86,"USGS","13266000",23.4,"A",20.5,"A",861,"A","2017",6,178
"170",2017-06-28,0,16,24.3,32.6,9.3,4.54,39.03,"USGS","13266000",23.5,"A",21.1,"A",864,"A","2017",6,179
"171",2017-06-29,0,13.9,21.9,29.9,3.2,7.58,36.93,"USGS","13266000",23.5,"A",20.7,"A",747,"A","2017",6,180
"172",2017-06-30,0,11.7,20.3,28.9,5.8,3.31,31.97,"USGS","13266000",24.2,"A",21.2,"A",653,"A","2017",6,181
"173",2017-07-01,0,12.1,22.2,32.2,7.7,2.98,40.55,"USGS","13266000",24.4,"A",21.7,"A",595,"A","2017",7,182
"174",2017-07-02,0,13.4,24.1,34.7,9.7,3.76,45.39,"USGS","13266000",26.5,"A",23.2,"A",536,"A","2017",7,183
"175",2017-07-03,0,17.1,26.5,35.9,10.8,6.29,47.45,"USGS","13266000",26.9,"A",24.1,"A",483,"A","2017",7,184
"176",2017-07-04,0,14.5,25.1,35.8,8.9,5.09,46.6,"USGS","13266000",26.7,"A",23.7,"A",437,"A","2017",7,185
"177",2017-07-05,0,14.7,25.7,36.6,10.7,4.91,49.16,"USGS","13266000",27.8,"A",24.6,"A",390,"A","2017",7,186
"178",2017-07-06,0,16,26.5,37.1,10.6,4.61,52.67,"USGS","13266000",28.7,"A",25.3,"A",347,"A","2017",7,187
"179",2017-07-07,0,15.9,27,38.1,10.7,4.99,57.11,"USGS","13266000",28.9,"A",25.9,"A",308,"A","2017",7,188
"180",2017-07-08,0,16.9,27.8,38.7,11,4.94,58.45,"USGS","13266000",30.2,"A",26.9,"A",258,"A","2017",7,189
"181",2017-07-09,0,17.9,28.4,38.9,11.7,6.75,56.26,"USGS","13266000",30.2,"A",27.4,"A",269,"A","2017",7,190
"182",2017-07-10,0,19.5,29,38.5,9.6,9.86,55.74,"USGS","13266000",28.9,"A",26.3,"A",275,"A","2017",7,191
"183",2017-07-11,0,17,26.3,35.7,8.2,9,47.44,"USGS","13266000",27.7,"A",24.8,"A",258,"A","2017",7,192
"184",2017-07-12,0,13.9,23.2,32.6,4.8,5.83,41.28,"USGS","13266000",28.1,"A",24.7,"A",243,"A","2017",7,193
"185",2017-07-13,0,13.8,24.6,35.4,8.6,4.11,48.48,"USGS","13266000",28.4,"A",25.4,"A",232,"A","2017",7,194
"186",2017-07-14,0,16.2,26.9,37.7,10.2,5.54,54.03,"USGS","13266000",29.6,"A",26.4,"A",224,"A","2017",7,195
"187",2017-07-15,0,17.5,28,38.5,12.2,5.74,53.93,"USGS","13266000",27.3,"A",25.5,"A",218,"A","2017",7,196
"188",2017-07-16,0,17.9,27.3,36.7,10.9,5.92,49.02,"USGS","13266000",26.9,"A",24.2,"A",245,"A","2017",7,197
"189",2017-07-17,0,15.9,24.5,33.1,4.9,9.49,43.59,"USGS","13266000",26.1,"A",23.1,"A",237,"A","2017",7,198
"190",2017-07-18,0,14.7,24.1,33.5,4.4,8,44.16,"USGS","13266000",26.2,"A",23.2,"A",226,"A","2017",7,199
"191",2017-07-19,0,14.6,24.8,35,6.7,5.77,47.52,"USGS","13266000",26.8,"A",23.9,"A",232,"A","2017",7,200
"192",2017-07-20,0,14.9,25.1,35.4,7.5,5.13,48.92,"USGS","13266000",26.6,"A",24.1,"A",242,"A","2017",7,201
"193",2017-07-21,0,15.3,24.5,33.7,6.5,7.08,44.1,"USGS","13266000",26.9,"A",23.9,"A",236,"A","2017",7,202
"194",2017-07-22,0,14.9,24.5,34.2,5.8,7.72,46.13,"USGS","13266000",26.8,"A",23.8,"A",236,"A","2017",7,203
"195",2017-07-23,0,15.1,25,34.9,5.8,5.91,48.58,"USGS","13266000",27.6,"A",24.5,"A",230,"A","2017",7,204
"196",2017-07-24,0,15.2,25.8,36.5,10.8,4.5,50.04,"USGS","13266000",26.4,"A",24.5,"A",231,"A","2017",7,205
"197",2017-07-25,0,18.8,27.2,35.5,11,6.77,45.16,"USGS","13266000",25.3,"A",23.3,"A",229,"A","2017",7,206
"198",2017-07-26,0,18.9,26.4,34,11.7,6.55,40.84,"USGS","13266000",25.8,"A",22.9,"A",243,"A","2017",7,207
"199",2017-07-27,0,16.6,25.3,34,12.9,3.09,40.01,"USGS","13266000",26.6,"A",23.5,"A",233,"A","2017",7,208
"200",2017-07-28,0,16.1,25.2,34.2,12,2.98,42.51,"USGS","13266000",27.1,"A",24.1,"A",245,"A","2017",7,209
"201",2017-07-29,0,15.9,26.4,36.9,10.8,4,51.42,"USGS","13266000",27.4,"A",24.2,"A",252,"A","2017",7,210
"202",2017-07-30,0,16.4,26.9,37.5,10,5.7,52.94,"USGS","13266000",27.4,"A",24.7,"A",247,"A","2017",7,211
"203",2017-07-31,0,16.7,27,37.3,8.6,8.15,53.43,"USGS","13266000",26.8,"A",24.1,"A",237,"A","2017",7,212
"204",2017-08-01,0,16.3,27,37.7,9.1,7.11,55.17,"USGS","13266000",26.2,"A",23.8,"A",236,"A","2017",8,213
"205",2017-08-02,0,16.1,26.5,36.9,9.9,6.87,50.69,"USGS","13266000",26.7,"A",23.9,"A",226,"A","2017",8,214
"206",2017-08-03,0,16.2,27.1,38,8.9,6.99,57.07,"USGS","13266000",26.3,"A",23.6,"A",219,"A","2017",8,215
"207",2017-08-04,0,15.3,26.3,37.3,8.8,5.69,55.7,"USGS","13266000",25.6,"A",23.2,"A",211,"A","2017",8,216
"208",2017-08-05,0,15.1,26.2,37.3,8.1,6.14,55.08,"USGS","13266000",23.8,"A",21.9,"A",227,"A","2017",8,217
"209",2017-08-06,0,16.1,25.3,34.5,7.6,6,46.06,"USGS","13266000",23.7,"A",21.6,"A",228,"A","2017",8,218
"210",2017-08-07,0,18,25.6,33.1,10.4,5.88,40.13,"USGS","13266000",23.1,"A",21.3,"A",227,"A","2017",8,219
"211",2017-08-08,0,15.5,24,32.5,11.2,3.73,37.06,"USGS","13266000",24.3,"A",21.7,"A",229,"A","2017",8,220
"212",2017-08-09,0,14.9,24.9,34.8,9.9,3.67,46.63,"USGS","13266000",24.9,"A",22.2,"A",237,"A","2017",8,221
"213",2017-08-10,0,15.6,24.7,33.7,11.8,4.01,39.42,"USGS","13266000",24.7,"A",22.3,"A",234,"A","2017",8,222
"214",2017-08-11,0,15.7,24.8,33.9,11.3,3.93,41,"USGS","13266000",25.1,"A",22.4,"A",245,"A","2017",8,223
"215",2017-08-12,0,15.6,25.8,35.9,10.9,4.21,47.84,"USGS","13266000",24.3,"A",22.1,"A",247,"A","2017",8,224
"216",2017-08-13,0,16.1,25.6,35.1,10.7,4.66,45.13,"USGS","13266000",21.9,"A",20.5,"A",257,"A","2017",8,225
"217",2017-08-14,0.34,13.3,20.9,28.6,12.4,0.58,26.31,"USGS","13266000",23.4,"A",20.7,"A",261,"A","2017",8,226
"218",2017-08-15,0,10.4,18.8,27.3,10.1,0.84,25.35,"USGS","13266000",23.3,"A",20.7,"A",273,"A","2017",8,227
"219",2017-08-16,0,10.4,20.6,30.7,7,1.9,35.67,"USGS","13266000",23.7,"A",21.1,"A",251,"A","2017",8,228
"220",2017-08-17,0,13,22.4,31.9,5.9,4.68,39.73,"USGS","13266000",24.2,"A",21.5,"A",245,"A","2017",8,229
"221",2017-08-18,0,12.4,22,31.7,7.4,4.2,38.49,"USGS","13266000",24.7,"A",21.9,"A",183,"A","2017",8,230
"222",2017-08-19,0,12.2,23.1,34,5.1,3.87,46.44,"USGS","13266000",23.6,"A",21.2,"A",194,"A","2017",8,231
"223",2017-08-20,0,13.4,22.3,31.3,5.3,6.47,38.03,"USGS","13266000",23.2,"A",20.9,"A",194,"A","2017",8,232
"224",2017-08-21,0,12.9,21.8,30.7,5.2,5.78,36.45,"USGS","13266000",23.3,"A",20.8,"A",195,"A","2017",8,233
"225",2017-08-22,0,11.1,21.3,31.4,7.1,2.81,36.4,"USGS","13266000",23.4,"A",20.9,"A",203,"A","2017",8,234
"226",2017-08-23,0,11.2,22.1,33,9.8,2.42,38.68,"USGS","13266000",22.7,"A",20.9,"A",239,"A","2017",8,235
"227",2017-08-24,0,13.8,23.3,32.7,11.4,2.62,37.6,"USGS","13266000",24.1,"A",21.6,"A",240,"A","2017",8,236
"228",2017-08-25,0,15.6,24.5,33.4,11.3,3.57,39.81,"USGS","13266000",24,"A",21.6,"A",237,"A","2017",8,237
"229",2017-08-26,0,14.6,23.4,32.2,9.9,4.74,35.85,"USGS","13266000",23.9,"A",21.6,"A",244,"A","2017",8,238
"230",2017-08-27,0,13.3,23.9,34.5,8.7,3.4,44.66,"USGS","13266000",24.1,"A",21.5,"A",235,"A","2017",8,239
"231",2017-08-28,0,12.7,24.5,36.4,9,3.18,50.42,"USGS","13266000",23.1,"A",21.2,"A",234,"A","2017",8,240
"232",2017-08-29,0,14.7,24.6,34.5,11.2,3.32,42.69,"USGS","13266000",24.4,"A",22,"A",236,"A","2017",8,241
"233",2017-08-30,0,15.8,26.5,37.3,10.5,4.39,52.56,"USGS","13266000",23.5,"A",21.7,"A",244,"A","2017",8,242
"234",2017-08-31,0.01,16.6,26,35.4,9.8,5.76,45.71,"USGS","13266000",23.4,"A",21.2,"A",228,"A","2017",8,243
"508",2018-06-01,3.29,8.1,14.1,20.1,8,2.07,11.94,"USGS","13266000",17.1,"A",15,"A",1240,"A","2018",6,152
"509",2018-06-02,0,7,14.6,22.2,2.9,1.9,19.86,"USGS","13266000",19.5,"A",16.5,"A",1010,"A","2018",6,153
"510",2018-06-03,0,7.6,18.1,28.7,4.8,1.99,31.97,"USGS","13266000",21.3,"A",18.3,"A",886,"A","2018",6,154
"511",2018-06-04,0,10.9,21.9,33,7.1,3.12,42.21,"USGS","13266000",23,"A",20,"A",792,"A","2018",6,155
"512",2018-06-05,0,12.5,21.3,30.2,7.1,5.61,32.14,"USGS","13266000",22.5,"A",20.1,"A",724,"A","2018",6,156
"513",2018-06-06,0,11.4,20,28.6,5.5,4.04,31.03,"USGS","13266000",21.6,"A",20,"A",644,"A","2018",6,157
"514",2018-06-07,0,13,21.8,30.6,8.1,4.24,35.11,"USGS","13266000",22.4,"A",20.1,"A",593,"A","2018",6,158
"515",2018-06-08,2.03,13,21.8,30.5,11,1.77,32.36,"USGS","13266000",23.8,"A",20.7,"A",567,"A","2018",6,159
"516",2018-06-09,0,13.7,22.6,31.5,9.4,2.28,35.12,"USGS","13266000",21.3,"A",19.8,"A",533,"A","2018",6,160
"517",2018-06-10,2.02,6.8,14.4,22.1,7.1,1.2,15.71,"USGS","13266000",19.1,"A",17.2,"A",533,"A","2018",6,161
"518",2018-06-11,0,7.4,13.1,18.7,1.1,2.61,16.49,"USGS","13266000",20.4,"A",17.4,"A",528,"A","2018",6,162
"519",2018-06-12,0,5.6,14.1,22.5,2.1,1.65,21.31,"USGS","13266000",21.9,"A",18.2,"A",459,"A","2018",6,163
"520",2018-06-13,0,6.9,17.3,27.6,1.3,2.14,32.41,"USGS","13266000",23.1,"A",19.8,"A",390,"A","2018",6,164
"521",2018-06-14,0,9.7,21.1,32.5,5.7,4.12,38.95,"USGS","13266000",22.8,"A",20.3,"A",338,"A","2018",6,165
"522",2018-06-15,0,11.2,17.8,24.4,3.3,5.05,23.64,"USGS","13266000",23.9,"A",20.7,"A",300,"A","2018",6,166
"523",2018-06-16,0,11.5,19.1,26.7,5.1,4.62,27.49,"USGS","13266000",23.5,"A",20.6,"A",270,"A","2018",6,167
"524",2018-06-17,0,11.2,18.7,26.2,5.3,3.38,27.64,"USGS","13266000",20.4,"A",17.7,"A",248,"A","2018",6,168
"525",2018-06-18,7.73,12,14.3,16.6,11.5,0.36,5.73,"USGS","13266000",20.5,"A",18.2,"A",304,"A","2018",6,169
"526",2018-06-19,2.6,12.6,17.8,23,12.2,0.34,15.1,"USGS","13266000",22.2,"A",19.8,"A",269,"A","2018",6,170
"527",2018-06-20,0.12,12.6,19.6,26.6,12.3,0.72,21.95,"USGS","13266000",25.6,"A",22.1,"A",240,"A","2018",6,171
"528",2018-06-21,3.52,13,21.5,30.1,12.4,0.73,30.63,"USGS","13266000",25.5,"A",23.2,"A",234,"A","2018",6,172
"529",2018-06-22,0,13.5,20.6,27.7,12.5,1.15,23.68,"USGS","13266000",26.3,"A",23.5,"A",250,"A","2018",6,173
"530",2018-06-23,1.21,13.3,22.6,31.8,10.2,1.35,34.42,"USGS","13266000",25.5,"A",22.7,"A",231,"A","2018",6,174
"531",2018-06-24,0,12.5,19.5,26.6,7.1,3.57,25.54,"USGS","13266000",26,"A",22.8,"A",204,"A","2018",6,175
"532",2018-06-25,0,12.6,21.3,30,9.2,3.08,32.02,"USGS","13266000",25.2,"A",22.9,"A",241,"A","2018",6,176
"533",2018-06-26,0,12.5,22.7,32.8,8.4,4.05,37.35,"USGS","13266000",25.1,"A",21.9,"A",234,"A","2018",6,177
"534",2018-06-27,0,10.7,19.3,27.9,3.4,3.4,32.55,"USGS","13266000",26.1,"A",22.8,"A",210,"A","2018",6,178
"535",2018-06-28,0,11.6,22.7,33.8,6.7,4.11,42.34,"USGS","13266000",23.8,"A",21.7,"A",241,"A","2018",6,179
"536",2018-06-29,0,12.8,19.9,27.1,5.2,5.29,26.11,"USGS","13266000",23.4,"A",20.4,"A",217,"A","2018",6,180
"537",2018-06-30,0,12.2,19.2,26.2,6.8,4.09,24.88,"USGS","13266000",24.7,"A",21.5,"A",228,"A","2018",6,181
"538",2018-07-01,0,13.4,21.1,28.9,7.8,4.34,31.01,"USGS","13266000",25.6,"A",22.7,"A",229,"A","2018",7,182
"539",2018-07-02,0,13.7,22,30.3,8.1,5.97,33.35,"USGS","13266000",23.7,"A",21.2,"A",247,"A","2018",7,183
"540",2018-07-03,0,10.5,19.1,27.8,2,5.22,29.87,"USGS","13266000",23,"A",20,"A",238,"A","2018",7,184
"541",2018-07-04,0,10.4,17.5,24.6,2.5,3.16,25.31,"USGS","13266000",24.4,"A",20.8,"A",220,"A","2018",7,185
"542",2018-07-05,0,11.9,22.5,33.1,6.3,3.93,42.51,"USGS","13266000",25.9,"A",22.5,"A",219,"A","2018",7,186
"543",2018-07-06,0,15.8,26.4,37.1,9,5.28,53.65,"USGS","13266000",23.4,"A",21.5,"A",241,"A","2018",7,187
"544",2018-07-07,0,15.9,24,32.2,7.8,4.76,40.08,"USGS","13266000",25.6,"A",22.3,"A",241,"A","2018",7,188
"545",2018-07-08,0,16,25,34,8.7,5.05,42.38,"USGS","13266000",25.4,"A",22.9,"A",237,"A","2018",7,189
"546",2018-07-09,0,15.7,25.8,35.9,8.9,5.12,49.63,"USGS","13266000",26.1,"A",23,"A",235,"A","2018",7,190
"547",2018-07-10,0,15.5,26.6,37.7,8.5,5.16,56.6,"USGS","13266000",25.3,"A",22.7,"A",233,"A","2018",7,191
"548",2018-07-11,0,15.3,23.7,32.1,6.4,7.2,39.42,"USGS","13266000",25.4,"A",22.1,"A",215,"A","2018",7,192
"549",2018-07-12,0,14.9,23.7,32.6,7.3,6.04,41.06,"USGS","13266000",25.6,"A",22.3,"A",232,"A","2018",7,193
"550",2018-07-13,0,14.8,24.2,33.6,8.8,4.57,42.99,"USGS","13266000",26.2,"A",23.1,"A",241,"A","2018",7,194
"551",2018-07-14,0,15.9,26.2,36.5,10,4.61,51.53,"USGS","13266000",25.9,"A",23.1,"A",239,"A","2018",7,195
"552",2018-07-15,0,17,27.1,37.2,7.5,8.12,56.15,"USGS","13266000",24.9,"A",22.5,"A",228,"A","2018",7,196
"553",2018-07-16,0,17.5,26.4,35.3,11,6.47,45.53,"USGS","13266000",26.3,"A",22.7,"A",274,"A","2018",7,197
"554",2018-07-17,0.38,16,26.5,37,10.5,4.13,51.86,"USGS","13266000",25.8,"A",22.7,"A",252,"A","2018",7,198
"555",2018-07-18,0,15.9,26.4,36.8,10.1,3.78,52.18,"USGS","13266000",25.5,"A",22.6,"A",248,"A","2018",7,199
"556",2018-07-19,0,15.6,26.2,36.8,6.6,5.7,54.63,"USGS","13266000",25.5,"A",22.3,"A",240,"A","2018",7,200
"557",2018-07-20,0,15.8,25.8,35.9,7.6,5.98,50.56,"USGS","13266000",25.2,"A",22.2,"A",233,"A","2018",7,201
"558",2018-07-21,0,15.4,25.8,36.2,4,6.92,53.47,"USGS","13266000",24.8,"A",21.6,"A",225,"A","2018",7,202
"559",2018-07-22,0,14.7,25,35.3,2.5,8.71,51.22,"USGS","13266000",24.6,"A",21.2,"A",219,"A","2018",7,203
"560",2018-07-23,0,13.8,24,34.1,4,5.19,47.97,"USGS","13266000",25,"A",21.8,"A",222,"A","2018",7,204
"561",2018-07-24,0,14.5,26,37.5,7.9,5.57,55.79,"USGS","13266000",25.5,"A",22.4,"A",234,"A","2018",7,205
"562",2018-07-25,0,17.4,28,38.5,9.1,6.7,57.79,"USGS","13266000",25.4,"A",22.6,"A",225,"A","2018",7,206
"563",2018-07-26,0,17.8,28,38.3,6.9,9.97,58.52,"USGS","13266000",25.2,"A",22.2,"A",239,"A","2018",7,207
"564",2018-07-27,0,17.2,27.3,37.5,7.2,8.43,56.42,"USGS","13266000",25,"A",21.9,"A",238,"A","2018",7,208
"565",2018-07-28,0,16.6,27.3,37.9,6.8,7.06,58.33,"USGS","13266000",24.8,"A",22,"A",239,"A","2018",7,209
"566",2018-07-29,0,16.2,26.8,37.4,7.4,5.69,56.88,"USGS","13266000",25.5,"A",22.2,"A",241,"A","2018",7,210
"567",2018-07-30,0,15.6,26.2,36.9,8.1,5.64,54.8,"USGS","13266000",24.9,"A",21.9,"A",240,"A","2018",7,211
"568",2018-07-31,0,16.1,26.4,36.7,9.9,6.15,51.21,"USGS","13266000",24.6,"A",22.2,"A",240,"A","2018",7,212
"569",2018-08-01,0,18,26.8,35.6,12,6.2,44.69,"USGS","13266000",25.2,"A",22.4,"A",242,"A","2018",8,213
"570",2018-08-02,0,19.1,28.3,37.4,9.7,7.86,53.11,"USGS","13266000",24.4,"A",21.8,"A",249,"A","2018",8,214
"571",2018-08-03,0,16.9,25.6,34.3,5.8,8.6,45.58,"USGS","13266000",23.8,"A",21.1,"A",249,"A","2018",8,215
"572",2018-08-04,0,15.4,23.6,31.8,4.1,6.78,40.48,"USGS","13266000",23.9,"A",21,"A",246,"A","2018",8,216
"573",2018-08-05,0,14.1,22.3,30.6,5.6,5.64,35.67,"USGS","13266000",24.1,"A",21.3,"A",247,"A","2018",8,217
"574",2018-08-06,0,13.6,23,32.3,6.6,4.19,41,"USGS","13266000",24.3,"A",21.4,"A",244,"A","2018",8,218
"575",2018-08-07,0,13.5,23.8,34.1,7,4.08,46.41,"USGS","13266000",24.3,"A",21.5,"A",248,"A","2018",8,219
"576",2018-08-08,0,13.8,24.7,35.6,7.9,3.88,49.6,"USGS","13266000",24.8,"A",22,"A",266,"A","2018",8,220
"577",2018-08-09,0,14.8,26.1,37.3,9.5,4.5,53.47,"USGS","13266000",25.1,"A",22.2,"A",259,"A","2018",8,221
"578",2018-08-10,0,15.6,27.3,39.1,10.1,4.71,59.77,"USGS","13266000",25.5,"A",22.6,"A",257,"A","2018",8,222
"579",2018-08-11,0,16.4,28.5,40.7,9.6,5.38,67.21,"USGS","13266000",24.5,"A",22.3,"A",257,"A","2018",8,223
"580",2018-08-12,0,16.9,27.2,37.6,9.7,8.1,54.54,"USGS","13266000",24.4,"A",21.9,"A",256,"A","2018",8,224
"581",2018-08-13,0,15.6,23.6,31.7,6.6,5.85,37.83,"USGS","13266000",24.5,"A",21.7,"A",255,"A","2018",8,225
"582",2018-08-14,0,14.4,24,33.7,6.4,5.97,44.59,"USGS","13266000",24.4,"A",21.7,"A",264,"A","2018",8,226
"583",2018-08-15,0,12.8,23.5,34.2,6.8,3.96,46.06,"USGS","13266000",24.1,"A",21.7,"A",268,"A","2018",8,227
"584",2018-08-16,0,12.6,23.9,35.3,7.6,4.04,47.21,"USGS","13266000",24.9,"A",22.3,"A",274,"A","2018",8,228
"585",2018-08-17,0,17.2,26.8,36.5,9.1,6.74,51.71,"USGS","13266000",24.4,"A",22,"A",275,"A","2018",8,229
"586",2018-08-18,0,15.1,24.7,34.4,9.2,4.61,43.47,"USGS","13266000",24.3,"A",21.7,"A",273,"A","2018",8,230
"587",2018-08-19,0,13.7,23.4,33.1,7.2,4.4,43.2,"USGS","13266000",24.6,"A",22.2,"A",275,"A","2018",8,231
"588",2018-08-20,0,13.2,23.6,33.9,8.5,3.31,43.05,"USGS","13266000",22.5,"A",20.7,"A",280,"A","2018",8,232
"589",2018-08-21,0,13,21.8,30.7,7.6,3.78,34.31,"USGS","13266000",23,"A",20.5,"A",259,"A","2018",8,233
"590",2018-08-22,0,11.7,19.6,27.6,8.9,2.37,26.02,"USGS","13266000",23.3,"A",21.2,"A",255,"A","2018",8,234
"591",2018-08-23,0,12.1,21,30,8.9,2.36,31.32,"USGS","13266000",23.4,"A",21.1,"A",222,"A","2018",8,235
"592",2018-08-24,0,11.3,21.2,31.1,6.9,2.33,36.04,"USGS","13266000",23.1,"A",20.8,"A",201,"A","2018",8,236
"593",2018-08-25,0,11,20,29,4.7,3.63,32.69,"USGS","13266000",22.8,"A",20.4,"A",189,"A","2018",8,237
"594",2018-08-26,0,10.7,20,29.4,3.7,3.44,33.6,"USGS","13266000",20.3,"A",19.2,"A",210,"A","2018",8,238
"595",2018-08-27,0,13.6,18.3,23,6.5,5.03,18.82,"USGS","13266000",20.3,"A",18.5,"A",214,"A","2018",8,239
"596",2018-08-28,0,7.6,15.2,22.8,6.5,1.54,19.76,"USGS","13266000",21.4,"A",18.5,"A",221,"A","2018",8,240
"597",2018-08-29,0,7,16.1,25.2,6.2,0.99,22.88,"USGS","13266000",22.1,"A",19.5,"A",215,"A","2018",8,241
"598",2018-08-30,0,7.7,19.2,30.7,4.7,1.61,37.24,"USGS","13266000",22.2,"A",20.1,"A",194,"A","2018",8,242
"599",2018-08-31,0,13,22,31,4.5,5.91,36.83,"USGS","13266000",22.4,"A",20.2,"A",182,"A","2018",8,243
