"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","waterYear","doy"
"81",2012-07-22,0,12.3,20.5,28.6,4.3,5.47,32.21,"USGS","13018300",11.5,"A",9.2,"A",13.2,"A","2012",7,2012,204
"82",2012-07-23,6.53,9.5,18.2,27,7.3,1.62,27,"USGS","13018300",12.4,"A",9.4,"A",13.1,"A","2012",7,2012,205
"83",2012-07-24,0.4,9.8,17.9,25.9,7.2,1.99,24.39,"USGS","13018300",10.8,"A",9.3,"A",12.8,"A","2012",7,2012,206
"84",2012-07-25,0.63,9.3,15.9,22.6,6,2.45,18.63,"USGS","13018300",11.9,"A",9.2,"A",12.2,"A","2012",7,2012,207
"85",2012-07-26,0,8.9,17,25.1,1.7,3.42,26.56,"USGS","13018300",11.3,"A",8.8,"A",11.9,"A","2012",7,2012,208
"86",2012-07-27,0.35,8.8,18.1,27.3,1.6,4.49,30.09,"USGS","13018300",11.9,"A",9.5,"A",11.7,"A","2012",7,2012,209
"87",2012-07-28,0.39,10.1,18.1,26.1,3.9,3.94,26.15,"USGS","13018300",11.9,"A",9.3,"A",11.6,"A","2012",7,2012,210
"88",2012-07-29,0,8.7,18.5,28.2,2.2,4.89,32.56,"USGS","13018300",11.8,"A",9.4,"A",11.5,"A","2012",7,2012,211
"89",2012-07-30,0,10.8,19.6,28.3,0.9,6.25,32.78,"USGS","13018300",12.3,"A",9.5,"A",11.5,"A","2012",7,2012,212
"90",2012-07-31,0,11.1,20.2,29.4,-1.5,7.27,36.98,"USGS","13018300",12.5,"A",9.7,"A",11.4,"A","2012",7,2012,213
"91",2012-08-01,2.33,11.2,20.2,29.1,2,6.12,33.69,"USGS","13018300",12.1,"A",9.5,"A",11.3,"A","2012",8,2012,214
"92",2012-08-02,0,10.9,19.2,27.6,-0.4,7.1,30.89,"USGS","13018300",11.6,"A",8.9,"A",11,"A","2012",8,2012,215
"93",2012-08-03,0,10,18,25.9,-5.2,8.18,29.4,"USGS","13018300",11,"A",8.5,"A",10.6,"A","2012",8,2012,216
"94",2012-08-04,0,7.7,15.1,22.6,-2.3,5.2,22.34,"USGS","13018300",11,"A",8.3,"A",10.6,"A","2012",8,2012,217
"95",2012-08-05,0,5.7,15.8,25.8,-2.4,3.88,28.83,"USGS","13018300",11.7,"A",8.8,"A",10.1,"A","2012",8,2012,218
"96",2012-08-06,0,9.6,19.7,29.8,-1.6,6.47,37.62,"USGS","13018300",11.9,"A",9.6,"A",10,"A","2012",8,2012,219
"97",2012-08-07,0,11.9,19.2,26.5,2.5,6.92,27.78,"USGS","13018300",11.8,"A",9.4,"A",9.9,"A","2012",8,2012,220
"98",2012-08-08,0,10.4,19.5,28.5,-1.5,6.85,33.97,"USGS","13018300",11.9,"A",9.3,"A",9.79,"A","2012",8,2012,221
"99",2012-08-09,0,12.3,21.4,30.4,-0.8,8.91,38.77,"USGS","13018300",12.4,"A",10.2,"A",9.62,"A","2012",8,2012,222
"100",2012-08-10,0,14.3,22,29.8,2.7,8.89,35.12,"USGS","13018300",11.2,"A",9.5,"A",9.52,"A","2012",8,2012,223
"101",2012-08-11,3.62,11,19.1,27.3,6,2.17,28.32,"USGS","13018300",11.9,"A",9.7,"A",9.24,"A","2012",8,2012,224
"102",2012-08-12,0,9.4,17.3,25.3,2.7,2.26,26.37,"USGS","13018300",11.4,"A",9.1,"A",8.97,"A","2012",8,2012,225
"103",2012-08-13,0,9.4,18.5,27.7,-0.3,5.13,31.83,"USGS","13018300",11.5,"A",9.3,"A",8.84,"A","2012",8,2012,226
"104",2012-08-14,0,11.3,19.7,28.1,-3,7.63,34.56,"USGS","13018300",11.3,"A",9,"A",8.78,"A","2012",8,2012,227
"105",2012-08-15,0,11.5,19.5,27.5,-3,8.4,32.82,"USGS","13018300",11.2,"A",9,"A",8.68,"A","2012",8,2012,228
"106",2012-08-16,0,9.5,18.1,26.7,-0.4,4.65,30.25,"USGS","13018300",11.1,"A",8.7,"A",8.69,"A","2012",8,2012,229
"107",2012-08-17,0,8.1,17.4,26.6,0.3,3.65,29.35,"USGS","13018300",11.2,"A",8.9,"A",8.68,"A","2012",8,2012,230
"108",2012-08-18,0,10,18.6,27.1,-1.2,6.56,30.72,"USGS","13018300",11,"A",8.6,"A",8.57,"A","2012",8,2012,231
"109",2012-08-19,0,9.5,18.6,27.8,-3.2,7.09,32.97,"USGS","13018300",10.4,"A",8.4,"A",8.65,"A","2012",8,2012,232
"110",2012-08-20,0,9.7,17.7,25.7,-1.5,6.72,28.18,"USGS","13018300",11.2,"A",9.4,"A",8.44,"A","2012",8,2012,233
"111",2012-08-21,0.51,9.1,16.7,24.3,3.1,3.14,23.15,"USGS","13018300",11.1,"A",9,"A",8.43,"A","2012",8,2012,234
"112",2012-08-22,0,8.5,17.7,26.9,1.8,4.13,29.8,"USGS","13018300",11.2,"A",9.3,"A",8.52,"A","2012",8,2012,235
"113",2012-08-23,0,9.9,17.9,25.8,0.1,5.84,27.75,"USGS","13018300",10.7,"A",8.5,"A",8.5,"A","2012",8,2012,236
"114",2012-08-24,0,9,17.5,26,-1.6,5.94,28.64,"USGS","13018300",10.8,"A",8.7,"A",8.46,"A","2012",8,2012,237
"115",2012-08-25,0,6.7,15.3,23.9,-6.8,7.05,25.5,"USGS","13018300",9.2,"A",7.2,"A",8.49,"A","2012",8,2012,238
"116",2012-08-26,0,5,14.8,24.5,-10.7,5.83,28.89,"USGS","13018300",9.4,"A",7.4,"A",8.32,"A","2012",8,2012,239
"117",2012-08-27,1.92,8.5,17.1,25.8,1.8,3.11,26.43,"USGS","13018300",10.7,"A",8.7,"A",8.21,"A","2012",8,2012,240
"118",2012-08-28,0,9,18.5,27.9,1.9,3.05,31.14,"USGS","13018300",11.1,"A",8.8,"A",8.28,"A","2012",8,2012,241
"119",2012-08-29,0,11.1,20.3,29.5,-0.2,7.46,35.22,"USGS","13018300",11.1,"A",9.1,"A",8,"A","2012",8,2012,242
"120",2012-08-30,0,10.1,18.7,27.3,-6.9,8.59,33.17,"USGS","13018300",9.6,"A",7.9,"A",7.79,"A","2012",8,2012,243
"121",2012-08-31,0,9.9,17.1,24.4,-2.8,6.43,25.75,"USGS","13018300",9.5,"A",8.1,"A",7.92,"A","2012",8,2012,244
"395",2013-06-01,0,-1.8,4.6,10.9,-3.8,0.81,8.7,"USGS","13018300",8.7,"A",5.2,"A",26.2,"A","2013",6,2013,152
"396",2013-06-02,0,-1.1,8.1,17.3,-2.6,1.31,15.07,"USGS","13018300",9.6,"A",6,"A",26.2,"A","2013",6,2013,153
"397",2013-06-03,0,2.6,11.9,21.1,-2.3,2.27,20.24,"USGS","13018300",6.9,"A",5.4,"A",26.9,"A","2013",6,2013,154
"398",2013-06-04,0,0.7,7,13.4,-3.8,1.56,10.85,"USGS","13018300",7.3,"A",5.2,"A",26.8,"A","2013",6,2013,155
"399",2013-06-05,0,0.9,7.9,14.9,-2.5,1.72,12.22,"USGS","13018300",9.3,"A",5.8,"A",26.5,"A","2013",6,2013,156
"400",2013-06-06,0,0.8,9.8,18.7,-2,1.54,16.63,"USGS","13018300",8.6,"A",6.2,"A",27.1,"A","2013",6,2013,157
"401",2013-06-07,0,4.8,12.9,21.1,1.2,2.5,18.44,"USGS","13018300",9.4,"A",6.7,"A",27.6,"A","2013",6,2013,158
"402",2013-06-08,0,5.3,13.7,22.1,2.5,2.12,19.32,"USGS","13018300",10.2,"A",7.1,"A",28.3,"A","2013",6,2013,159
"403",2013-06-09,0,5.7,13.1,20.5,-0.8,3.14,18.49,"USGS","13018300",11,"A",7.3,"A",28.8,"A","2013",6,2013,160
"404",2013-06-10,0,6.7,16.1,25.6,1.2,3.64,25.99,"USGS","13018300",10.5,"A",7.6,"A",29.8,"A","2013",6,2013,161
"405",2013-06-11,0,10.4,18.5,26.6,-1.2,8.32,27.57,"USGS","13018300",9.1,"A",6.9,"A",30.1,"A","2013",6,2013,162
"406",2013-06-12,0.3,8.1,14.6,21,1.3,4.18,18.44,"USGS","13018300",9,"A",6.7,"A",30.3,"A","2013",6,2013,163
"407",2013-06-13,2.88,6.2,12.3,18.4,3.9,1.63,13.48,"USGS","13018300",9.7,"A",6.9,"A",29.8,"A","2013",6,2013,164
"408",2013-06-14,1.72,1.5,11.7,21.8,1.5,0.82,19.25,"USGS","13018300",8.7,"A",5.9,"A",30.3,"A","2013",6,2013,165
"409",2013-06-15,0,-0.4,6.5,13.5,-5.6,1.6,11.4,"USGS","13018300",9.4,"A",5.9,"A",28.8,"A","2013",6,2013,166
"410",2013-06-16,0,-0.5,10,20.5,-6,2.31,20.27,"USGS","13018300",10.3,"A",6.7,"A",27.8,"A","2013",6,2013,167
"411",2013-06-17,0.34,4.7,14.5,24.3,-3.3,4.23,25.93,"USGS","13018300",10.6,"A",7.1,"A",27,"A","2013",6,2013,168
"412",2013-06-18,0,5.7,14.8,23.9,-2.2,4.11,25.24,"USGS","13018300",9.5,"A",7.1,"A",26.5,"A","2013",6,2013,169
"413",2013-06-19,0,7.7,16.3,25,-1.7,5.23,26.81,"USGS","13018300",9.4,"A",6.9,"A",25.6,"A","2013",6,2013,170
"414",2013-06-20,0,-0.1,10.5,21.2,-2.6,1.86,20.43,"USGS","13018300",8.4,"A",5.6,"A",24.9,"A","2013",6,2013,171
"415",2013-06-21,0,-1.6,7,15.6,-5.8,1.38,13.9,"USGS","13018300",9,"A",6,"A",24.2,"A","2013",6,2013,172
"416",2013-06-22,0,1.9,9.1,16.4,-2.9,2.5,13.63,"USGS","13018300",8.4,"A",6,"A",23.6,"A","2013",6,2013,173
"417",2013-06-23,0,0.9,7.8,14.8,-2.6,1.78,11.8,"USGS","13018300",9.9,"A",6.3,"A",23,"A","2013",6,2013,174
"418",2013-06-24,0,1.3,11.1,20.9,-3,2.11,20.02,"USGS","13018300",9.8,"A",7.1,"A",22.4,"A","2013",6,2013,175
"419",2013-06-25,1.63,6.7,14.6,22.4,2.5,0.64,21.09,"USGS","13018300",8.6,"A",7.3,"A",22.4,"A","2013",6,2013,176
"420",2013-06-26,3.01,6.3,12.1,17.9,5.9,0.29,11.74,"USGS","13018300",10,"A",7.7,"A",21.8,"A","2013",6,2013,177
"421",2013-06-27,0,7.6,14.8,22,6.1,1.49,17.56,"USGS","13018300",12,"A",8.6,"A",21.2,"A","2013",6,2013,178
"422",2013-06-28,0,9.6,18.5,27.3,4.3,3.91,28.53,"USGS","13018300",12.3,"A",8.9,"A",20.4,"A","2013",6,2013,179
"423",2013-06-29,0,11.9,20.4,28.9,2.4,7.05,34.26,"USGS","13018300",11.1,"A",8.4,"A",20.1,"A","2013",6,2013,180
"424",2013-06-30,0,10.5,19.5,28.5,5.7,3,31.48,"USGS","13018300",12.5,"A",9.2,"A",19.7,"A","2013",6,2013,181
"425",2013-07-01,0,9.8,18.9,28,6.1,2.41,29.82,"USGS","13018300",12.5,"A",9.2,"A",19.3,"A","2013",7,2013,182
"426",2013-07-02,0,10.5,19.6,28.8,5.9,3.64,31.85,"USGS","13018300",12.5,"A",9.2,"A",18.8,"A","2013",7,2013,183
"427",2013-07-03,0,10.9,20,29.2,4.3,3.96,33.1,"USGS","13018300",12.7,"A",9.5,"A",18.5,"A","2013",7,2013,184
"428",2013-07-04,0,12.7,20.5,28.3,5.8,5.44,30.21,"USGS","13018300",12.5,"A",9.6,"A",18.7,"A","2013",7,2013,185
"429",2013-07-05,1.52,11.6,18.8,25.9,8.1,2.78,24.06,"USGS","13018300",10.8,"A",8.9,"A",18.5,"A","2013",7,2013,186
"430",2013-07-06,0.03,7.9,16,24.1,5.8,1.91,20.96,"USGS","13018300",9.7,"A",7.8,"A",19,"A","2013",7,2013,187
"431",2013-07-07,7.04,6.3,14.8,23.4,6,0.72,19.67,"USGS","13018300",11.4,"A",8.1,"A",18.4,"A","2013",7,2013,188
"432",2013-07-08,2.13,6.4,15.3,24.2,6.2,1.09,20.73,"USGS","13018300",11.5,"A",8.7,"A",17.6,"A","2013",7,2013,189
"433",2013-07-09,1.52,8.2,16.7,25.2,4.8,2.29,23.66,"USGS","13018300",12.1,"A",9,"A",17,"A","2013",7,2013,190
"434",2013-07-10,0,9,17.6,26.2,0.2,4.5,28.48,"USGS","13018300",12.3,"A",8.9,"A",16.1,"A","2013",7,2013,191
"435",2013-07-11,0,10,19,28,0.2,5.77,32.3,"USGS","13018300",10.8,"A",8.8,"A",15.7,"A","2013",7,2013,192
"436",2013-07-12,0.4,8.7,16.6,24.4,4,1.45,23.9,"USGS","13018300",11.4,"A",9,"A",15.5,"A","2013",7,2013,193
"437",2013-07-13,0,7.8,15.3,22.9,4,1.85,20.58,"USGS","13018300",10,"A",8.1,"A",15.3,"A","2013",7,2013,194
"438",2013-07-14,2.29,8.1,14.5,21,5.7,2.06,15.07,"USGS","13018300",11.8,"A",8.9,"A",14.2,"A","2013",7,2013,195
"439",2013-07-15,0,7.7,16.5,25.2,3.7,2.81,24.82,"USGS","13018300",12.3,"A",9.2,"A",13.7,"A","2013",7,2013,196
"440",2013-07-16,0,8.9,18.1,27.4,1.9,4.39,30.59,"USGS","13018300",9.5,"A",8.5,"A",13.7,"A","2013",7,2013,197
"441",2013-07-17,1.25,11.3,17.7,24.2,8.2,1.52,20.3,"USGS","13018300",12.5,"A",9.7,"A",13.3,"A","2013",7,2013,198
"442",2013-07-18,0,11.2,19,26.8,8.6,2.39,24.86,"USGS","13018300",12.8,"A",10,"A",12.7,"A","2013",7,2013,199
"443",2013-07-19,0,10.2,18.6,27.1,2.9,2.99,29.71,"USGS","13018300",12.5,"A",9.4,"A",12.4,"A","2013",7,2013,200
"444",2013-07-20,0,9.6,18.9,28.1,-0.6,5.62,33.03,"USGS","13018300",12.3,"A",9.3,"A",12.4,"A","2013",7,2013,201
"445",2013-07-21,0,9.7,18.5,27.2,-2.2,6.54,31.85,"USGS","13018300",12.3,"A",9.3,"A",12.1,"A","2013",7,2013,202
"446",2013-07-22,0,9.4,18.4,27.3,-4.2,6.9,32.07,"USGS","13018300",12.1,"A",9,"A",11.6,"A","2013",7,2013,203
"447",2013-07-23,0,8.4,18,27.6,-6.7,6.95,33.81,"USGS","13018300",11.8,"A",8.9,"A",11.5,"A","2013",7,2013,204
"448",2013-07-24,0,8.4,17.9,27.3,-4.3,6.57,32.65,"USGS","13018300",11,"A",8.8,"A",11.3,"A","2013",7,2013,205
"449",2013-07-25,0,10.2,18.4,26.6,-0.5,6.78,29.18,"USGS","13018300",12.2,"A",9.4,"A",11.1,"A","2013",7,2013,206
"450",2013-07-26,0,10.1,18.5,26.9,1.2,5.4,29.48,"USGS","13018300",12.2,"A",9.5,"A",10.7,"A","2013",7,2013,207
"451",2013-07-27,0,9.8,18.7,27.6,0.8,4.83,31.33,"USGS","13018300",9.2,"A",8.3,"A",10.7,"A","2013",7,2013,208
"452",2013-07-28,1.11,7,13.2,19.5,4.9,1,14.51,"USGS","13018300",10.4,"A",8.2,"A",10.9,"A","2013",7,2013,209
"453",2013-07-29,2.49,5.8,13.9,22,4.2,1.4,17.83,"USGS","13018300",10.4,"A",8.1,"A",10.6,"A","2013",7,2013,210
"454",2013-07-30,4.18,5.8,13.8,21.7,4.5,1.37,17.32,"USGS","13018300",9.9,"A",8.2,"A",10.4,"A","2013",7,2013,211
"455",2013-07-31,1.09,6.5,15,23.5,3.3,1.99,22.11,"USGS","13018300",10.3,"A",8.1,"A",9.84,"A","2013",7,2013,212
"456",2013-08-01,0.56,9.5,17.1,24.8,4.2,3.4,23.66,"USGS","13018300",11.6,"A",9,"A",9.6,"A","2013",8,2013,213
"457",2013-08-02,0,10.9,18.8,26.8,2,5.33,29.27,"USGS","13018300",11.2,"A",9,"A",9.17,"A","2013",8,2013,214
"458",2013-08-03,0,7.2,15.1,22.9,-2.6,3.86,23.37,"USGS","13018300",11.4,"A",8.5,"A",8.73,"A","2013",8,2013,215
"459",2013-08-04,0,7.9,16.7,25.4,-2.5,5.92,27.76,"USGS","13018300",11.3,"A",8.7,"A",8.55,"A","2013",8,2013,216
"460",2013-08-05,0,8.9,17.7,26.5,-4,6.95,30.12,"USGS","13018300",10.5,"A",8.4,"A",8.31,"A","2013",8,2013,217
"461",2013-08-06,0,9.5,18.1,26.7,-3.1,7.01,30.96,"USGS","13018300",11.5,"A",8.7,"A",8.08,"A","2013",8,2013,218
"462",2013-08-07,0,9,17.2,25.3,-1.5,5.7,27.16,"USGS","13018300",11.4,"A",8.8,"A",7.97,"A","2013",8,2013,219
"463",2013-08-08,0,8.9,17.5,26.1,-3.2,5.93,30.33,"USGS","13018300",10.8,"A",8.4,"A",8.2,"A","2013",8,2013,220
"464",2013-08-09,0,9.1,17.4,25.8,1.2,4.74,27.27,"USGS","13018300",11.5,"A",9.2,"A",8.19,"A","2013",8,2013,221
"465",2013-08-10,0,10.6,17.3,24.1,1.4,5.28,24.19,"USGS","13018300",10.9,"A",9.1,"A",8.13,"A","2013",8,2013,222
"466",2013-08-11,0,9.4,17.4,25.4,-0.3,5.26,27.35,"USGS","13018300",11,"A",8.7,"A",8.07,"A","2013",8,2013,223
"467",2013-08-12,0.22,8.5,16.7,24.8,-1.1,5.45,26,"USGS","13018300",10.1,"A",8.3,"A",8.05,"A","2013",8,2013,224
"468",2013-08-13,0.41,8.5,16.2,24,0.1,5.11,23.9,"USGS","13018300",9.9,"A",8.2,"A",8.1,"A","2013",8,2013,225
"469",2013-08-14,0,7.5,15.5,23.5,0.7,4.1,22.94,"USGS","13018300",10.6,"A",8.2,"A",8.03,"A","2013",8,2013,226
"470",2013-08-15,0,6.9,16.1,25.3,-2.1,4.18,27.33,"USGS","13018300",10.6,"A",8.3,"A",7.92,"A","2013",8,2013,227
"471",2013-08-16,0,10,18.7,27.4,-5.7,7.9,33.22,"USGS","13018300",11.1,"A",8.6,"A",7.91,"A","2013",8,2013,228
"472",2013-08-17,0,10.9,19.9,28.9,-5.8,9.05,36.48,"USGS","13018300",11.2,"A",8.8,"A",7.9,"A","2013",8,2013,229
"473",2013-08-18,0,11.6,20.1,28.6,-1.7,7.94,34.21,"USGS","13018300",11.6,"A",9.3,"A",7.92,"A","2013",8,2013,230
"474",2013-08-19,0,11.1,19.5,27.8,0,7.03,31.64,"USGS","13018300",11.6,"A",9.3,"A",7.85,"A","2013",8,2013,231
"475",2013-08-20,0,12.3,20.1,28,-0.7,8.26,32.55,"USGS","13018300",11.4,"A",9.6,"A",7.99,"A","2013",8,2013,232
"476",2013-08-21,0,12.5,19.6,26.8,2.6,6.93,28.87,"USGS","13018300",11,"A",9.6,"A",8.05,"A","2013",8,2013,233
"477",2013-08-22,0,11.3,17.6,23.9,6.6,2.86,20.55,"USGS","13018300",11.3,"A",9.6,"A",7.84,"A","2013",8,2013,234
"478",2013-08-23,0.93,10.3,17.2,24.2,6.8,2.45,21,"USGS","13018300",11,"A",9.4,"A",7.51,"A","2013",8,2013,235
"479",2013-08-24,6.54,8.7,16.3,23.8,6.9,0.67,20.93,"USGS","13018300",11.4,"A",9.6,"A",7.63,"A","2013",8,2013,236
"480",2013-08-25,1.04,7.8,15.1,22.3,6.7,0.6,17.89,"USGS","13018300",11.4,"A",9.7,"A",7.26,"A","2013",8,2013,237
"481",2013-08-26,0,8.7,16.2,23.7,5.4,1.7,21,"USGS","13018300",10.8,"A",9.5,"A",7.26,"A","2013",8,2013,238
"482",2013-08-27,0.86,9.9,15.9,21.9,7.4,2.49,16.25,"USGS","13018300",10.2,"A",8.9,"A",7.14,"A","2013",8,2013,239
