"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","doy"
"172",2017-06-21,0,12.7,20.3,27.9,10.5,2.71,25.11,"USGS","13340600",13.9,"A",13.5,"A",6040,"A","2017",6,172
"173",2017-06-22,0,8.4,16.2,23.9,2.3,3.45,23.2,"USGS","13340600",13,"A",12.5,"A",5500,"A","2017",6,173
"174",2017-06-23,0,6.4,14.6,22.8,1.2,2.83,21.9,"USGS","13340600",12.9,"A",12.1,"A",5010,"A","2017",6,174
"175",2017-06-24,0,5.7,16,26.2,2.2,3.14,27.64,"USGS","13340600",13.8,"A",12.9,"A",4670,"A","2017",6,175
"176",2017-06-25,0,8.8,19.4,29.9,5,3.81,34.33,"USGS","13340600",15,"A",14,"A",4430,"A","2017",6,176
"177",2017-06-26,0,12.1,23.6,35,6.5,5.91,48.3,"USGS","13340600",16,"A",15.1,"A",4230,"A","2017",6,177
"178",2017-06-27,0,13.3,23.5,33.8,10.1,2.74,40.64,"USGS","13340600",16.9,"A",16,"A",4150,"A","2017",6,178
"179",2017-06-28,0.01,11.4,19.2,27,7.9,2.83,25.95,"USGS","13340600",15.9,"A",15.5,"A",3860,"A","2017",6,179
"180",2017-06-29,0,9.9,17.7,25.6,6.7,1.72,24.33,"USGS","13340600",15.6,"A",14.9,"A",3600,"A","2017",6,180
"181",2017-06-30,0,10.2,17.9,25.6,9.3,1.41,21.64,"USGS","13340600",15.8,"A",14.9,"A",3410,"A","2017",6,181
"182",2017-07-01,0,9.7,19.7,29.8,9.5,1.75,30.9,"USGS","13340600",16.3,"A",15.5,"A",3200,"A","2017",7,182
"183",2017-07-02,0,10.7,20.7,30.7,10.2,2.87,31.7,"USGS","13340600",17.4,"A",16.4,"A",3040,"A","2017",7,183
"184",2017-07-03,0,12.8,22.6,32.4,11.4,2.88,34.71,"USGS","13340600",18.3,"A",17.5,"A",2880,"A","2017",7,184
"185",2017-07-04,0,11.5,20.3,29.1,8.3,3.42,29.67,"USGS","13340600",18.1,"A",17.4,"A",2730,"A","2017",7,185
"186",2017-07-05,0,10.3,21.4,32.4,6.2,3.81,39.95,"USGS","13340600",18.2,"A",17.3,"A",2590,"A","2017",7,186
"187",2017-07-06,0,12.4,23.9,35.4,8.7,5.38,46.2,"USGS","13340600",19.4,"A",18.3,"A",2470,"A","2017",7,187
"188",2017-07-07,0,14.6,25.7,36.8,9.8,5.86,51.27,"USGS","13340600",20,"A",19,"A",2350,"A","2017",7,188
"189",2017-07-08,0,15.1,26.1,37,9.9,6.1,51.43,"USGS","13340600",20.3,"A",19.3,"A",2250,"A","2017",7,189
"190",2017-07-09,0,14.5,25,35.5,9,6.04,46.82,"USGS","13340600",20.8,"A",19.7,"A",2140,"A","2017",7,190
"191",2017-07-10,0,13.6,23.6,33.6,8.1,5.24,41.56,"USGS","13340600",20.2,"A",19.4,"A",2050,"A","2017",7,191
"192",2017-07-11,0,12.3,20.5,28.7,8.2,4,28.55,"USGS","13340600",19.5,"A",18.5,"A",1980,"A","2017",7,192
"193",2017-07-12,0,10.7,19.2,27.7,7.6,2.95,27.1,"USGS","13340600",19.5,"A",18.3,"A",1900,"A","2017",7,193
"194",2017-07-13,0,9.9,20.7,31.6,7.3,2.45,37.44,"USGS","13340600",19.9,"A",18.5,"A",1840,"A","2017",7,194
"195",2017-07-14,0,12.3,22.3,32.3,8.2,4.91,37.31,"USGS","13340600",20.8,"A",19.3,"A",1770,"A","2017",7,195
"196",2017-07-15,0,12.6,24.4,36.3,9.4,4.59,49.42,"USGS","13340600",21.3,"A",20,"A",1720,"A","2017",7,196
"197",2017-07-16,0,15.5,23.7,31.8,11,5.11,33.47,"USGS","13340600",21,"A",20.1,"A",1660,"A","2017",7,197
"198",2017-07-17,0,8.8,17.4,26,4,3.38,25.83,"USGS","13340600",20,"A",19,"A",1600,"A","2017",7,198
"199",2017-07-18,0,6.8,17.6,28.4,3.8,3.29,31.03,"USGS","13340600",19.6,"A",18.3,"A",1560,"A","2017",7,199
"200",2017-07-19,0,8.7,20.2,31.7,5.2,3.85,38.67,"USGS","13340600",20.2,"A",18.7,"A",1520,"A","2017",7,200
"201",2017-07-20,0,11.7,22.4,33,6.6,5.35,41.33,"USGS","13340600",20.6,"A",19.2,"A",1470,"A","2017",7,201
"202",2017-07-21,0,10.1,18.8,27.6,5.7,3.88,27.8,"USGS","13340600",20,"A",18.8,"A",1440,"A","2017",7,202
"203",2017-07-22,0,8.5,18.4,28.4,4.7,2.88,30.86,"USGS","13340600",19.9,"A",18.5,"A",1400,"A","2017",7,203
"204",2017-07-23,0,8.9,20,31.2,7.7,3.67,34.86,"USGS","13340600",20.7,"A",19.1,"A",1380,"A","2017",7,204
"205",2017-07-24,0,12.3,23.2,34,9.8,3.7,41.32,"USGS","13340600",21.5,"A",20,"A",1340,"A","2017",7,205
"206",2017-07-25,0,12,22,32,4.2,5.1,40.9,"USGS","13340600",21.2,"A",20,"A",1300,"A","2017",7,206
"207",2017-07-26,0,10,21.6,33.3,4.4,5.41,43.39,"USGS","13340600",20.8,"A",19.7,"A",1270,"A","2017",7,207
"208",2017-07-27,0,11.7,22.6,33.4,6.4,5.9,43.15,"USGS","13340600",20.7,"A",19.7,"A",1240,"A","2017",7,208
"209",2017-07-28,0,14,23.3,32.6,8,6.04,38.23,"USGS","13340600",21.5,"A",20.2,"A",1220,"A","2017",7,209
"210",2017-07-29,0,12.5,23.8,35,8,4.56,46.33,"USGS","13340600",22.1,"A",20.9,"A",1190,"A","2017",7,210
"211",2017-07-30,0,14.4,24.9,35.5,7.3,6.54,48.76,"USGS","13340600",22.1,"A",21.2,"A",1160,"A","2017",7,211
"212",2017-07-31,0,12.8,23.3,33.8,5.2,6.4,44.23,"USGS","13340600",21.7,"A",20.8,"A",1120,"A","2017",7,212
"213",2017-08-01,0,10.7,22.9,35.2,4.4,5.78,49.46,"USGS","13340600",21.3,"A",20.4,"A",1100,"A","2017",8,213
"214",2017-08-02,0,10.7,23.2,35.7,5.1,5.78,50.81,"USGS","13340600",21.2,"A",20.2,"A",1080,"A","2017",8,214
"215",2017-08-03,0,11.6,23.6,35.5,8.6,5.09,48.23,"USGS","13340600",21.6,"A",20.6,"A",1060,"A","2017",8,215
"216",2017-08-04,0,12.9,24.4,35.8,8.7,4.66,49.16,"USGS","13340600",21.5,"A",20.9,"A",1040,"A","2017",8,216
"217",2017-08-05,0,12.8,24,35.2,8,5.79,47.05,"USGS","13340600",21.4,"A",20.5,"A",1020,"A","2017",8,217
"218",2017-08-06,0,11.8,22,32.3,9.3,4.01,37.57,"USGS","13340600",20.8,"A",20.2,"A",1010,"A","2017",8,218
"219",2017-08-07,0,11.9,22.9,33.9,7.5,4.14,44.41,"USGS","13340600",20.5,"A",19.9,"A",984,"A","2017",8,219
"220",2017-08-08,0,12.1,22.9,33.7,5.5,6.3,44.88,"USGS","13340600",20.4,"A",19.7,"A",969,"A","2017",8,220
"221",2017-08-09,0,11.7,23.3,34.9,7.4,5.16,46.63,"USGS","13340600",20.1,"A",19.6,"A",954,"A","2017",8,221
"222",2017-08-10,0,12.4,22.6,32.8,9.1,5.11,38.47,"USGS","13340600",20,"A",19.7,"A",950,"A","2017",8,222
"223",2017-08-11,0,12.9,23.2,33.5,9.4,5.03,40.17,"USGS","13340600",20.1,"A",19.7,"A",932,"A","2017",8,223
"224",2017-08-12,0,12.8,23.7,34.6,9.1,5.18,43.31,"USGS","13340600",20.1,"A",19.5,"A",920,"A","2017",8,224
"225",2017-08-13,0.25,12.8,22,31.1,10.3,3.79,32.42,"USGS","13340600",19.8,"A",18.9,"A",929,"A","2017",8,225
"226",2017-08-14,2.48,10.5,15.5,20.6,12.1,0.2,10.82,"USGS","13340600",18.7,"A",18.3,"A",987,"A","2017",8,226
"227",2017-08-15,0,7.6,16.3,24.9,6.7,0.61,22.56,"USGS","13340600",18.4,"A",18,"A",933,"A","2017",8,227
"228",2017-08-16,0,7.2,17.8,28.5,3.6,3.03,31.81,"USGS","13340600",18.4,"A",17.7,"A",890,"A","2017",8,228
"229",2017-08-17,0,7.3,18.3,29.2,5.4,2.87,32.06,"USGS","13340600",18.5,"A",18,"A",867,"A","2017",8,229
"230",2017-08-18,0,9.7,19.7,29.7,7.2,2.71,32.1,"USGS","13340600",19,"A",18.4,"A",851,"A","2017",8,230
"231",2017-08-19,0,8.6,20.2,31.7,5.3,2.19,38.99,"USGS","13340600",18.9,"A",18.2,"A",833,"A","2017",8,231
"232",2017-08-20,0,8.3,17.1,26,5.8,2.58,24.44,"USGS","13340600",18.2,"A",17.7,"A",821,"A","2017",8,232
"233",2017-08-21,0,6.8,16.9,26.9,5.3,2.69,27.06,"USGS","13340600",17.7,"A",17.3,"A",816,"A","2017",8,233
"234",2017-08-22,0,8.1,19.4,30.7,6.4,2.87,35.22,"USGS","13340600",18.3,"A",17.5,"A",809,"A","2017",8,234
"235",2017-08-23,0,9.6,21.4,33.1,6.7,3.79,41.33,"USGS","13340600",18.2,"A",17.8,"A",791,"A","2017",8,235
"236",2017-08-24,0,11.2,20.2,29.2,8.7,4.01,29.39,"USGS","13340600",18.6,"A",17.9,"A",798,"A","2017",8,236
"237",2017-08-25,0,10,19.3,28.7,9.5,2.54,26.9,"USGS","13340600",18.7,"A",18,"A",796,"A","2017",8,237
"238",2017-08-26,0,7.3,17.6,27.9,2.6,2.72,30.97,"USGS","13340600",18.3,"A",17.6,"A",760,"A","2017",8,238
"239",2017-08-27,0,6.4,18.7,31.1,0.5,4.04,39.58,"USGS","13340600",17.9,"A",17.3,"A",738,"A","2017",8,239
"240",2017-08-28,0,8.5,21.4,34.4,2.2,5.62,47.46,"USGS","13340600",17.7,"A",17.2,"A",726,"A","2017",8,240
"241",2017-08-29,0,10.8,21.3,31.8,6,6.41,37.32,"USGS","13340600",18.4,"A",17.6,"A",723,"A","2017",8,241
"242",2017-08-30,0,14,25.7,37.5,7.6,6.93,53.73,"USGS","13340600",18.5,"A",17.9,"A",711,"A","2017",8,242
"243",2017-08-31,0,13.4,22.9,32.5,7.8,5.39,38.38,"USGS","13340600",18.8,"A",18,"A",701,"A","2017",8,243
"517",2018-06-01,3.49,6.8,11,15.2,6.6,0.54,7.66,"USGS","13340600",8,"A",7.7,"A",11400,"A","2018",6,152
"518",2018-06-02,0.41,4.2,10.5,16.7,4.3,0.57,11.06,"USGS","13340600",9.4,"A",8,"A",10100,"A","2018",6,153
"519",2018-06-03,0.68,4.6,15.1,25.7,5.1,1.1,25.23,"USGS","13340600",10.8,"A",9.7,"A",9580,"A","2018",6,154
"520",2018-06-04,0.65,8.8,19.5,30.3,8.9,1.24,32.76,"USGS","13340600",11,"A",10.1,"A",9760,"A","2018",6,155
"521",2018-06-05,0,6,12.7,19.3,5.9,1.05,13.28,"USGS","13340600",10,"A",9.1,"A",9050,"A","2018",6,156
"522",2018-06-06,0,5.4,13.9,22.5,3.7,1.35,19.93,"USGS","13340600",10.4,"A",9.9,"A",8480,"A","2018",6,157
"523",2018-06-07,0,7,17.2,27.5,4.3,2.79,29.07,"USGS","13340600",11,"A",10.6,"A",8130,"A","2018",6,158
"524",2018-06-08,0,10,18.6,27.3,8.2,2.18,25.53,"USGS","13340600",11.4,"A",11.1,"A",8030,"A","2018",6,159
"525",2018-06-09,0.41,9.7,19.4,29,7.9,1.16,30.95,"USGS","13340600",11.5,"A",10.8,"A",7770,"A","2018",6,160
"526",2018-06-10,6.55,5.7,11.3,17,7.1,0.37,8.65,"USGS","13340600",9.8,"A",8.8,"A",7840,"A","2018",6,161
"527",2018-06-11,5.17,4.3,9.1,14,2.8,0.52,9.76,"USGS","13340600",7.8,"A",7.4,"A",7400,"A","2018",6,162
"528",2018-06-12,4.08,2.8,9.5,16.2,2.2,0.32,11.93,"USGS","13340600",9.6,"A",8.2,"A",6620,"A","2018",6,163
"529",2018-06-13,0.57,3.7,13.4,23.1,1.3,1.68,22.71,"USGS","13340600",11.2,"A",10.5,"A",6020,"A","2018",6,164
"530",2018-06-14,0.44,7.8,16.5,25.2,5.1,2.02,23,"USGS","13340600",11.6,"A",11.2,"A",5820,"A","2018",6,165
"531",2018-06-15,0.01,5,12.4,19.8,3.9,1.02,15.15,"USGS","13340600",11.1,"A",10.4,"A",5480,"A","2018",6,166
"532",2018-06-16,0.4,5.2,14.8,24.4,5.1,1.15,22.43,"USGS","13340600",11.3,"A",10.7,"A",5980,"A","2018",6,167
"533",2018-06-17,4.83,7.8,11.1,14.4,8.8,0.26,4.31,"USGS","13340600",9.6,"A",9.3,"A",6270,"A","2018",6,168
"534",2018-06-18,0.45,7.8,14.2,20.6,8.2,0.6,13.81,"USGS","13340600",9.9,"A",9.7,"A",6010,"A","2018",6,169
"535",2018-06-19,7.41,11.7,14.3,16.9,11.9,0.22,5.27,"USGS","13340600",10.7,"A",10.3,"A",6310,"A","2018",6,170
"536",2018-06-20,0,11,16.8,22.6,11.6,0.64,13.27,"USGS","13340600",12.2,"A",11.4,"A",5700,"A","2018",6,171
"537",2018-06-21,3.32,10.5,19.3,28.2,11.5,0.74,25.38,"USGS","13340600",13,"A",12.4,"A",5710,"A","2018",6,172
"538",2018-06-22,5.83,11.8,17.6,23.3,13,0.48,13.41,"USGS","13340600",13.8,"A",13,"A",5620,"A","2018",6,173
"539",2018-06-23,0.06,10.8,18.4,26.1,9.8,0.84,22.8,"USGS","13340600",13.5,"A",12.7,"A",5150,"A","2018",6,174
"540",2018-06-24,0,9.7,15.3,21,9.5,0.8,12.75,"USGS","13340600",12.7,"A",11.7,"A",4770,"A","2018",6,175
"541",2018-06-25,0,10.6,19.6,28.6,11.5,0.94,25.49,"USGS","13340600",13.9,"A",13.3,"A",4520,"A","2018",6,176
"542",2018-06-26,0,9,16.4,23.8,7.1,2.06,19.16,"USGS","13340600",13.7,"A",13.1,"A",4270,"A","2018",6,177
"543",2018-06-27,0,6.2,14,21.7,2.7,2.16,18.71,"USGS","13340600",13.5,"A",12.8,"A",3980,"A","2018",6,178
"544",2018-06-28,0,6.1,16.7,27.3,3.5,2.08,29.33,"USGS","13340600",13.6,"A",13.1,"A",3770,"A","2018",6,179
"545",2018-06-29,0,9.4,15.4,21.4,7,1.8,15.82,"USGS","13340600",13.1,"A",12.7,"A",3610,"A","2018",6,180
"546",2018-06-30,1.29,9.3,15,20.7,8.1,0.91,14.25,"USGS","13340600",12.6,"A",12.2,"A",3460,"A","2018",6,181
"547",2018-07-01,1.45,9.7,16.2,22.6,9.9,0.85,16.33,"USGS","13340600",13.9,"A",13.3,"A",3380,"A","2018",7,182
"548",2018-07-02,0,10.2,16.4,22.7,7,1.69,18.73,"USGS","13340600",13.7,"A",13.4,"A",3180,"A","2018",7,183
"549",2018-07-03,0.3,5.1,12.2,19.2,3.6,1.43,14.65,"USGS","13340600",12.7,"A",11.8,"A",3020,"A","2018",7,184
"550",2018-07-04,0.42,4.5,11.4,18.3,5.6,0.77,12.31,"USGS","13340600",11.8,"A",11.2,"A",2920,"A","2018",7,185
"551",2018-07-05,0,4.4,15.6,26.7,7.4,0.58,24.61,"USGS","13340600",14.7,"A",13.3,"A",2760,"A","2018",7,186
"552",2018-07-06,0,10.3,22.6,34.9,10.6,2.57,43.46,"USGS","13340600",16.5,"A",15.8,"A",2650,"A","2018",7,187
"553",2018-07-07,0,13,21.2,29.4,10,2.59,28.79,"USGS","13340600",16.9,"A",16.1,"A",2550,"A","2018",7,188
"554",2018-07-08,0,9.6,18.6,27.6,6.3,2.93,27.69,"USGS","13340600",17.6,"A",16.6,"A",2420,"A","2018",7,189
"555",2018-07-09,0,8.5,19.9,31.3,6.1,3.33,36.73,"USGS","13340600",18.2,"A",17.1,"A",2330,"A","2018",7,190
"556",2018-07-10,0,11.3,22.7,34.1,8.3,4,42.79,"USGS","13340600",18.6,"A",17.6,"A",2230,"A","2018",7,191
"557",2018-07-11,0,10.3,18.2,26,8.2,2.4,22.75,"USGS","13340600",18.5,"A",17.5,"A",2140,"A","2018",7,192
"558",2018-07-12,0,9,18.4,27.8,9,1.53,25.94,"USGS","13340600",18.7,"A",17.5,"A",2080,"A","2018",7,193
"559",2018-07-13,0,10.2,20.6,31.1,9.4,2.49,33.89,"USGS","13340600",19.3,"A",18,"A",2000,"A","2018",7,194
"560",2018-07-14,0,11.2,22.4,33.6,9,3.51,41.29,"USGS","13340600",19.9,"A",18.6,"A",1920,"A","2018",7,195
"561",2018-07-15,0,12.1,21.9,31.6,7.8,4.91,36.02,"USGS","13340600",20.1,"A",18.8,"A",1850,"A","2018",7,196
"562",2018-07-16,0,10.6,21.7,32.8,4,4.84,42.03,"USGS","13340600",19.7,"A",18.6,"A",1780,"A","2018",7,197
"563",2018-07-17,0,11.3,20.9,30.5,7.8,4.66,33.01,"USGS","13340600",19.8,"A",18.4,"A",1730,"A","2018",7,198
"564",2018-07-18,0,11.8,23,34.2,7.5,4.67,43.88,"USGS","13340600",20,"A",18.6,"A",1660,"A","2018",7,199
"565",2018-07-19,0,11.9,21.5,31.1,6.1,4.4,37.22,"USGS","13340600",20.1,"A",18.7,"A",1590,"A","2018",7,200
"566",2018-07-20,0,10.5,21.2,31.9,6.4,4.2,37.91,"USGS","13340600",19.8,"A",18.5,"A",1550,"A","2018",7,201
"567",2018-07-21,0,8.6,18.7,28.7,3.1,3.81,32.7,"USGS","13340600",19,"A",17.9,"A",1500,"A","2018",7,202
"568",2018-07-22,0,7.2,17.5,27.7,2.7,3.42,30.16,"USGS","13340600",18.8,"A",17.4,"A",1460,"A","2018",7,203
"569",2018-07-23,0,7.2,18.9,30.7,4.8,3.31,36.56,"USGS","13340600",19.2,"A",17.7,"A",1430,"A","2018",7,204
"570",2018-07-24,0,9.2,21.2,33.2,5.2,3.96,43.24,"USGS","13340600",19.7,"A",18.1,"A",1390,"A","2018",7,205
"571",2018-07-25,0,11.2,22.7,34.2,5.3,5.67,45.94,"USGS","13340600",20.2,"A",18.7,"A",1350,"A","2018",7,206
"572",2018-07-26,0,11.8,23.2,34.5,7,5.52,45.55,"USGS","13340600",20.7,"A",19.2,"A",1320,"A","2018",7,207
"573",2018-07-27,0,12.4,23.3,34.3,7.3,5.18,45.21,"USGS","13340600",20.9,"A",19.6,"A",1290,"A","2018",7,208
"574",2018-07-28,0,12.1,22.8,33.4,9.1,3.83,41.47,"USGS","13340600",21.1,"A",19.8,"A",1270,"A","2018",7,209
"575",2018-07-29,0.28,12.7,22.8,32.8,9.5,4,39.32,"USGS","13340600",21.1,"A",19.8,"A",1240,"A","2018",7,210
"576",2018-07-30,0,12.2,22.9,33.7,7.4,4.42,43.55,"USGS","13340600",21,"A",19.8,"A",1210,"A","2018",7,211
"577",2018-07-31,0,12.8,23.9,35,6.2,7.18,47.78,"USGS","13340600",20.5,"A",19.2,"A",1180,"A","2018",7,212
"578",2018-08-01,0,13.6,21.9,30.2,10.5,4.85,29.22,"USGS","13340600",19.7,"A",18.9,"A",1190,"A","2018",8,213
"579",2018-08-02,0,12.4,23.5,34.5,4.9,5.06,45.9,"USGS","13340600",20,"A",19,"A",1150,"A","2018",8,214
"580",2018-08-03,0,10.1,20.6,31.2,3.2,4.52,37.97,"USGS","13340600",19.6,"A",18.7,"A",1110,"A","2018",8,215
"581",2018-08-04,0,8.3,17.3,26.3,6.3,2.02,24.69,"USGS","13340600",19,"A",18.3,"A",1090,"A","2018",8,216
"582",2018-08-05,0,7.6,18.2,28.7,7.2,1.5,29.8,"USGS","13340600",19.1,"A",18.1,"A",1080,"A","2018",8,217
"583",2018-08-06,0,8.9,19.6,30.3,7.1,2.32,33.96,"USGS","13340600",19.3,"A",18.4,"A",1060,"A","2018",8,218
"584",2018-08-07,0,9.7,21.1,32.5,6,3.73,39.71,"USGS","13340600",19.6,"A",18.6,"A",1040,"A","2018",8,219
"585",2018-08-08,0,10.3,21.9,33.4,6.3,4.65,42.16,"USGS","13340600",19.9,"A",19.1,"A",1020,"A","2018",8,220
"586",2018-08-09,0,11.7,24.1,36.5,7.4,4.92,51.96,"USGS","13340600",20.4,"A",19.5,"A",994,"A","2018",8,221
"587",2018-08-10,0,13.6,26.6,39.6,7.4,6.95,61.32,"USGS","13340600",21,"A",20,"A",972,"A","2018",8,222
"588",2018-08-11,0,15,28,41,7.1,7.87,68.55,"USGS","13340600",21,"A",20.4,"A",950,"A","2018",8,223
"589",2018-08-12,0,13,23.7,34.3,8.1,4.72,42.35,"USGS","13340600",20.8,"A",20,"A",936,"A","2018",8,224
"590",2018-08-13,0,8.8,17.9,27,6.7,2.06,26.19,"USGS","13340600",19.9,"A",19.1,"A",921,"A","2018",8,225
"591",2018-08-14,0,7.7,18.2,28.7,6,2.43,29.96,"USGS","13340600",19.3,"A",18.5,"A",916,"A","2018",8,226
"592",2018-08-15,0,8.1,19.5,30.9,5,2.98,36.7,"USGS","13340600",18.7,"A",18.2,"A",901,"A","2018",8,227
"593",2018-08-16,0,9,21.5,33.9,3.5,4.47,45.63,"USGS","13340600",18.7,"A",18.1,"A",884,"A","2018",8,228
"594",2018-08-17,0,12.3,22.8,33.2,6,6.57,41.91,"USGS","13340600",18.7,"A",18.4,"A",873,"A","2018",8,229
"595",2018-08-18,2,13,22.2,31.3,9.3,4.96,33.63,"USGS","13340600",19.6,"A",19,"A",952,"A","2018",8,230
"596",2018-08-19,0,11.5,21.3,31.1,7.8,3.98,35.2,"USGS","13340600",19.9,"A",19.3,"A",897,"A","2018",8,231
"597",2018-08-20,0,10.6,21.8,33,7.4,3.51,41.9,"USGS","13340600",19.8,"A",18.5,"A",854,"A","2018",8,232
"598",2018-08-21,0,9.1,15.5,21.9,8.5,1.72,15.06,"USGS","13340600",17.7,"A",17.3,"A",971,"A","2018",8,233
"599",2018-08-22,0,8.3,17.5,26.8,7.7,1.85,24.28,"USGS","13340600",17.5,"A",16.6,"A",906,"A","2018",8,234
"600",2018-08-23,0,8.6,19,29.3,6.7,2.3,31,"USGS","13340600",17.6,"A",17.2,"A",859,"A","2018",8,235
"601",2018-08-24,0,9.4,19.3,29.3,4.2,3.12,32.94,"USGS","13340600",17.5,"A",17.1,"A",831,"A","2018",8,236
"602",2018-08-25,0,6.4,15.1,23.9,4.6,1.78,21.21,"USGS","13340600",17.1,"A",16.6,"A",809,"A","2018",8,237
"603",2018-08-26,0,4.8,14.7,24.6,4.5,1.24,22.89,"USGS","13340600",16.8,"A",15.9,"A",820,"A","2018",8,238
"604",2018-08-27,9.88,9.1,12.1,15.1,9,0.03,7.24,"USGS","13340600",15.2,"A",14.9,"A",1140,"A","2018",8,239
"605",2018-08-28,13.8,7.9,11.7,15.5,9.5,0.17,5.11,"USGS","13340600",15.3,"A",14.5,"A",1170,"A","2018",8,240
"606",2018-08-29,0,6.5,14.7,22.8,8,0.28,17.66,"USGS","13340600",16,"A",14.9,"A",934,"A","2018",8,241
"607",2018-08-30,0,6.2,17.1,28.1,6.2,0.72,29.24,"USGS","13340600",16,"A",15.5,"A",865,"A","2018",8,242
"608",2018-08-31,0,8.5,15.8,23.1,7.4,1.36,18,"USGS","13340600",15.7,"A",15.4,"A",835,"A","2018",8,243
"855",2019-06-01,1.1,9.6,18.3,27,10.4,0.78,23.56,"USGS","13340600",10.7,"A",10,"A",9010,"A","2019",6,152
"856",2019-06-02,1.07,10.7,18.8,26.9,11.4,0.84,21.78,"USGS","13340600",11.2,"A",10.4,"A",9040,"A","2019",6,153
"857",2019-06-03,0,10.7,20,29.4,10.5,1.04,28.87,"USGS","13340600",11.3,"A",10.8,"A",8930,"A","2019",6,154
"858",2019-06-04,0,8.8,17.3,25.8,5,3.27,23.94,"USGS","13340600",11.2,"A",10.8,"A",8520,"A","2019",6,155
"859",2019-06-05,0,7.1,16,24.9,1.6,2.98,25.36,"USGS","13340600",10.9,"A",10.5,"A",7770,"A","2019",6,156
"860",2019-06-06,3.82,6.9,16.8,26.8,7.1,0.62,25.69,"USGS","13340600",11,"A",10.1,"A",7670,"A","2019",6,157
"861",2019-06-07,19,4.8,8.7,12.6,6.9,0.34,3.91,"USGS","13340600",8.4,"A",8,"A",7840,"A","2019",6,158
"862",2019-06-08,5.73,4.6,9.4,14.2,2.9,0.68,9.42,"USGS","13340600",8.2,"A",7.8,"A",6950,"A","2019",6,159
"863",2019-06-09,5.14,4.3,9.3,14.3,4.1,0.53,8.27,"USGS","13340600",10.2,"A",8.8,"A",6260,"A","2019",6,160
