"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","doy"
"864",2019-06-10,0.01,4.4,13.3,22.2,2.9,0.88,20.38,"USGS","13340600",11.7,"A",10.9,"A",5670,"A","2019",6,161
"865",2019-06-11,0,9.1,17.1,25.1,6,2.14,23.34,"USGS","13340600",13.1,"A",12.3,"A",5450,"A","2019",6,162
"866",2019-06-12,0,10.4,18.9,27.5,8.6,1.88,25.71,"USGS","13340600",13.9,"A",13.1,"A",5370,"A","2019",6,163
"867",2019-06-13,0,10.4,20.6,30.8,11.4,1.43,31.98,"USGS","13340600",14.4,"A",13.8,"A",5370,"A","2019",6,164
"868",2019-06-14,0,13.2,21.7,30.3,11,2.22,30.26,"USGS","13340600",14.8,"A",14.1,"A",5270,"A","2019",6,165
"869",2019-06-15,0,10.5,18.7,26.9,7.4,2.41,25.93,"USGS","13340600",14.5,"A",13.9,"A",4920,"A","2019",6,166
"870",2019-06-16,0,9.4,18.9,28.5,8.6,2.09,27.9,"USGS","13340600",14.9,"A",14.1,"A",4600,"A","2019",6,167
"871",2019-06-17,0,11.5,20.3,29.1,10.1,2.19,29.02,"USGS","13340600",14.1,"A",13.8,"A",4370,"A","2019",6,168
"872",2019-06-18,0.02,11.8,20.1,28.5,11.4,1.53,25.58,"USGS","13340600",14.3,"A",13.8,"A",4160,"A","2019",6,169
"873",2019-06-19,0,12,18.9,25.7,8.7,2.18,21.5,"USGS","13340600",14.4,"A",14,"A",3870,"A","2019",6,170
"874",2019-06-20,1.27,8.4,14.1,19.9,3,2.89,16.66,"USGS","13340600",13.2,"A",11.8,"A",3690,"A","2019",6,171
"875",2019-06-21,12.95,5.5,9,12.4,4.8,0.5,6.48,"USGS","13340600",10.4,"A",10,"A",3900,"A","2019",6,172
"876",2019-06-22,4.37,5.8,10,14.3,6.6,0.39,6.55,"USGS","13340600",11.2,"A",10.6,"A",3520,"A","2019",6,173
"877",2019-06-23,0.64,6.8,13.7,20.7,8.6,0.39,13.56,"USGS","13340600",11.5,"A",11,"A",3270,"A","2019",6,174
"878",2019-06-24,0,9.4,14.6,19.8,6.9,1.78,13.78,"USGS","13340600",12.9,"A",12,"A",3080,"A","2019",6,175
"879",2019-06-25,0,6.4,14,21.6,4,1.7,19.85,"USGS","13340600",12.8,"A",12.6,"A",2910,"A","2019",6,176
"880",2019-06-26,0.68,6,14.7,23.5,6.8,0.83,19.49,"USGS","13340600",13.8,"A",13.1,"A",2850,"A","2019",6,177
"881",2019-06-27,4.86,8.5,18,27.4,9.2,0.34,27.1,"USGS","13340600",14.3,"A",13.9,"A",2750,"A","2019",6,178
"882",2019-06-28,1.87,7.4,12.8,18.2,8.9,0.44,9,"USGS","13340600",14.5,"A",14,"A",2600,"A","2019",6,179
"883",2019-06-29,0.78,6.8,15.1,23.3,7.1,0.64,19.44,"USGS","13340600",15,"A",14.1,"A",2520,"A","2019",6,180
"884",2019-06-30,0,7.6,17,26.3,6.6,0.98,25.61,"USGS","13340600",16.2,"A",15.1,"A",2380,"A","2019",6,181
"885",2019-07-01,0,8.3,18.6,28.9,7.7,1.41,29.66,"USGS","13340600",17.4,"A",16.2,"A",2280,"A","2019",7,182
"886",2019-07-02,1,9.9,19.5,29.1,8.9,0.73,30.71,"USGS","13340600",17.5,"A",16.7,"A",2210,"A","2019",7,183
"887",2019-07-03,3.81,9.7,16.2,22.7,10.6,0.43,15,"USGS","13340600",16.7,"A",16,"A",2210,"A","2019",7,184
"888",2019-07-04,0,8.1,15.7,23.3,9.1,0.73,17.33,"USGS","13340600",17,"A",16.1,"A",2150,"A","2019",7,185
"889",2019-07-05,0,7.7,16.9,26.2,9.3,0.63,23.1,"USGS","13340600",17.5,"A",16.3,"A",2020,"A","2019",7,186
"890",2019-07-06,0,9.5,19.9,30.2,9.6,0.93,32.95,"USGS","13340600",18.1,"A",16.9,"A",1940,"A","2019",7,187
"891",2019-07-07,0,11.5,19.6,27.6,9.9,1.89,25.16,"USGS","13340600",18.3,"A",17.2,"A",1880,"A","2019",7,188
"892",2019-07-08,0,8.8,16.5,24.2,8.8,1.26,18.74,"USGS","13340600",18,"A",17.1,"A",1830,"A","2019",7,189
"893",2019-07-09,0,8.1,16.3,24.5,8.8,0.84,19.63,"USGS","13340600",17.8,"A",16.6,"A",1780,"A","2019",7,190
"894",2019-07-10,0,8.5,18.1,27.7,8.5,0.94,27.38,"USGS","13340600",18.6,"A",17.3,"A",1720,"A","2019",7,191
"895",2019-07-11,0,13.4,20.5,27.6,12,1.63,23.01,"USGS","13340600",18.9,"A",17.8,"A",1670,"A","2019",7,192
"896",2019-07-12,0,13,20.8,28.6,12.8,1.45,24.21,"USGS","13340600",20.6,"A",18.9,"A",1620,"A","2019",7,193
"897",2019-07-13,0,12.7,21.9,31.2,12.8,1.33,30.45,"USGS","13340600",21.4,"A",19.8,"A",1570,"A","2019",7,194
"898",2019-07-14,0,13,22.1,31.2,12.5,0.91,31.66,"USGS","13340600",21.6,"A",20.3,"A",1530,"A","2019",7,195
"899",2019-07-15,0,11.5,19.4,27.4,8.6,3.08,26.03,"USGS","13340600",20.6,"A",19.8,"A",1480,"A","2019",7,196
"900",2019-07-16,0.01,9.5,18.3,27.1,9.6,0.82,25.49,"USGS","13340600",20,"A",19.2,"A",1450,"A","2019",7,197
"901",2019-07-17,2.75,10.6,18.1,25.5,11,0.76,20.42,"USGS","13340600",19.2,"A",18.3,"A",1420,"A","2019",7,198
"902",2019-07-18,0,10.4,16.5,22.6,10.3,0.97,15.72,"USGS","13340600",17.9,"A",17.2,"A",1420,"A","2019",7,199
"903",2019-07-19,0,7.4,15.7,24,5.4,2.39,21.78,"USGS","13340600",17.4,"A",16.5,"A",1390,"A","2019",7,200
"904",2019-07-20,0,5.1,13.6,22,3.4,1.32,19.11,"USGS","13340600",17.4,"A",16,"A",1330,"A","2019",7,201
"905",2019-07-21,0,4.8,15.3,25.7,3.8,1.25,26,"USGS","13340600",18.3,"A",16.6,"A",1290,"A","2019",7,202
"906",2019-07-22,0,6.8,18.7,30.7,5.6,2.07,36,"USGS","13340600",18.2,"A",17.1,"A",1260,"A","2019",7,203
"907",2019-07-23,0,13.1,22.4,31.7,11.3,3.02,31.5,"USGS","13340600",19.2,"A",17.9,"A",1250,"A","2019",7,204
"908",2019-07-24,0,14.2,24.5,34.9,11.7,2.04,42.13,"USGS","13340600",19.9,"A",18.9,"A",1200,"A","2019",7,205
"909",2019-07-25,0,7.4,16,24.6,4.4,2.1,24.01,"USGS","13340600",19.5,"A",18.6,"A",1150,"A","2019",7,206
"910",2019-07-26,0,6.4,17.6,28.8,4.9,1.68,31.6,"USGS","13340600",19.5,"A",18.3,"A",1140,"A","2019",7,207
"911",2019-07-27,0,9.2,20.9,32.7,7.1,2.68,40.28,"USGS","13340600",19.8,"A",18.7,"A",1110,"A","2019",7,208
"912",2019-07-28,0,10.7,19.6,28.5,8,2.72,27.79,"USGS","13340600",20.1,"A",19.2,"A",1080,"A","2019",7,209
"913",2019-07-29,0,9.1,19.1,29,6.5,2.23,31.17,"USGS","13340600",20,"A",19.1,"A",1060,"A","2019",7,210
"914",2019-07-30,0,9,20.1,31.2,5.7,3,37.31,"USGS","13340600",20,"A",19.1,"A",1040,"A","2019",7,211
"915",2019-07-31,0,10.6,20.7,30.8,7.8,3.21,33.88,"USGS","13340600",20.5,"A",19.5,"A",1030,"A","2019",7,212
"916",2019-08-01,0,10.6,21.6,32.7,8.1,3.66,38.24,"USGS","13340600",21,"A",20.1,"A",1000,"A","2019",8,213
"917",2019-08-02,0,11,22.2,33.4,8.6,3.42,40.42,"USGS","13340600",21.3,"A",20.5,"A",978,"A","2019",8,214
"918",2019-08-03,0,12.2,22.3,32.4,9.5,3.04,36.97,"USGS","13340600",21.2,"A",20.7,"A",959,"A","2019",8,215
"919",2019-08-04,0,11.8,21.3,30.7,10.3,2.51,31.7,"USGS","13340600",21.6,"A",20.9,"A",944,"A","2019",8,216
"920",2019-08-05,0,11.4,22.3,33.2,6.9,3.93,41.43,"USGS","13340600",21.6,"A",21.1,"A",927,"A","2019",8,217
"921",2019-08-06,0,11.9,23.1,34.3,6.3,5.77,45.17,"USGS","13340600",21.6,"A",21,"A",902,"A","2019",8,218
"922",2019-08-07,0,13,24.1,35.1,7.8,6.17,46.9,"USGS","13340600",21.8,"A",21.2,"A",886,"A","2019",8,219
"923",2019-08-08,0,15.3,25.6,35.9,9,7.4,48.46,"USGS","13340600",22.4,"A",21.7,"A",870,"A","2019",8,220
"924",2019-08-09,2.14,14.3,24.6,34.8,11.3,1.96,44.27,"USGS","13340600",22.5,"A",21.8,"A",940,"A","2019",8,221
"925",2019-08-10,8.46,13.4,19.6,25.7,15.6,0.14,15.81,"USGS","13340600",21.7,"A",21.1,"A",1080,"A","2019",8,222
"926",2019-08-11,3.24,11.2,20.1,29,13.4,0.38,25.06,"USGS","13340600",20.7,"A",19.2,"A",1120,"A","2019",8,223
"927",2019-08-12,14.12,10.5,15.3,20,12.8,0.2,7.63,"USGS","13340600",18.4,"A",17.7,"A",1430,"A","2019",8,224
"928",2019-08-13,0.27,9.7,17.3,24.9,11.5,0.55,18.63,"USGS","13340600",19.2,"A",17.8,"A",1070,"A","2019",8,225
"929",2019-08-14,0,8.8,19,29.2,9.4,0.77,29.53,"USGS","13340600",19.4,"A",18.4,"A",949,"A","2019",8,226
"930",2019-08-15,0,10.1,20.2,30.2,9.4,2.6,32,"USGS","13340600",19.5,"A",18.9,"A",903,"A","2019",8,227
"931",2019-08-16,0,11,19.4,27.9,11.1,1.27,24.6,"USGS","13340600",19.3,"A",18.9,"A",883,"A","2019",8,228
"932",2019-08-17,0,11.1,19.1,27.1,9.4,1.65,24.82,"USGS","13340600",19.3,"A",18.6,"A",866,"A","2019",8,229
"933",2019-08-18,0,9.4,17,24.6,9.3,1.26,19.52,"USGS","13340600",18.6,"A",18.1,"A",860,"A","2019",8,230
"934",2019-08-19,0,8.5,19.2,30,8.3,1.04,31.63,"USGS","13340600",18.7,"A",18.1,"A",835,"A","2019",8,231
"935",2019-08-20,0,9.3,20,30.7,8.2,2.29,33.84,"USGS","13340600",19.3,"A",18.7,"A",809,"A","2019",8,232
"936",2019-08-21,0,10.6,22.7,34.9,9.3,2.64,44.8,"USGS","13340600",19.8,"A",19.2,"A",792,"A","2019",8,233
"937",2019-08-22,0.42,12.3,21.9,31.5,10.3,0.7,34.43,"USGS","13340600",19.9,"A",19.5,"A",805,"A","2019",8,234
"938",2019-08-23,2.34,10.6,16.2,21.8,13,0.29,10.96,"USGS","13340600",19.5,"A",18.9,"A",895,"A","2019",8,235
"939",2019-08-24,0,10,19,28.1,12.2,0.35,24.01,"USGS","13340600",19.5,"A",18.9,"A",836,"A","2019",8,236
"940",2019-08-25,0,10.4,18.9,27.5,7.4,2.24,26.97,"USGS","13340600",19,"A",18.3,"A",785,"A","2019",8,237
"941",2019-08-26,0,8,15.7,23.4,6.8,1.79,19.44,"USGS","13340600",17.6,"A",17.1,"A",771,"A","2019",8,238
"942",2019-08-27,0,6.4,16.2,26.1,5,1.35,25.46,"USGS","13340600",17.1,"A",16.5,"A",757,"A","2019",8,239
"943",2019-08-28,0,6,17.3,28.7,5.8,1.93,30.21,"USGS","13340600",17.7,"A",16.9,"A",741,"A","2019",8,240
"944",2019-08-29,0,8.6,21,33.3,6.2,2.18,42.39,"USGS","13340600",17.3,"A",16.9,"A",727,"A","2019",8,241
"945",2019-08-30,0.73,10.3,16.9,23.6,10.8,1.2,18.05,"USGS","13340600",18.3,"A",17.4,"A",738,"A","2019",8,242
"946",2019-08-31,0,11.8,20.5,29.3,14,0.97,25.13,"USGS","13340600",18.7,"A",17.9,"A",729,"A","2019",8,243
"1218",2020-06-01,9.5,6.6,12.3,18,6.8,0.62,11.09,"USGS","13340600",7.8,"A",7,"A",13700,"A","2020",6,153
"1219",2020-06-02,1.17,5.7,11.8,18,6.2,1.12,9.85,"USGS","13340600",9.6,"A",8,"A",11700,"A","2020",6,154
"1220",2020-06-03,0.51,6.9,15.7,24.4,4.9,0.97,22.88,"USGS","13340600",9.7,"A",9.1,"A",10900,"A","2020",6,155
"1221",2020-06-04,0,8.6,15.4,22.2,3.8,2.77,19.1,"USGS","13340600",9.5,"A",8.9,"A",10200,"A","2020",6,156
"1222",2020-06-05,0,8.2,14.7,21.2,4.3,2.53,17.38,"USGS","13340600",10,"A",9.2,"A",9520,"A","2020",6,157
"1223",2020-06-06,3.28,8.8,18.1,27.3,8.6,0.55,24.79,"USGS","13340600",10.3,"A",9.2,"A",9620,"A","2020",6,158
"1224",2020-06-07,1.58,6.4,9.9,13.4,7.2,0.51,4.81,"USGS","13340600",7.9,"A",7.4,"A",8800,"A","2020",6,159
"1225",2020-06-08,2.34,5.6,8.4,11.2,4.7,0.46,5.08,"USGS","13340600",7.4,"A",7.2,"A",8220,"A","2020",6,160
"1226",2020-06-09,1.17,3.6,9.3,15,3.3,0.71,9.89,"USGS","13340600",7.4,"A",7.1,"A",7370,"A","2020",6,161
"1227",2020-06-10,2.95,3.4,7.7,11.9,6.7,0.21,3.74,"USGS","13340600",9.9,"A",8.3,"A",7200,"A","2020",6,162
"1228",2020-06-11,0.55,9,16.7,24.4,9.5,0.65,19.21,"USGS","13340600",10.6,"A",10.1,"A",6940,"A","2020",6,163
"1229",2020-06-12,0,10.8,19.6,28.3,10.2,2.35,25.59,"USGS","13340600",11.6,"A",11.1,"A",7120,"A","2020",6,164
"1230",2020-06-13,0,11.7,20.2,28.7,10.4,1.75,25.78,"USGS","13340600",11.7,"A",10.5,"A",7370,"A","2020",6,165
"1231",2020-06-14,3.79,5.8,9.7,13.7,6.3,0.4,5.01,"USGS","13340600",8.6,"A",8.1,"A",7200,"A","2020",6,166
"1232",2020-06-15,3.88,3.1,7.4,11.7,3.6,0.41,5.78,"USGS","13340600",7.7,"A",7.3,"A",6620,"A","2020",6,167
"1233",2020-06-16,4.84,3.5,8,12.4,6.7,0.34,4.39,"USGS","13340600",8.2,"A",7.8,"A",6320,"A","2020",6,168
"1234",2020-06-17,3.43,6.8,10.3,13.8,6.9,0.36,5.49,"USGS","13340600",9.2,"A",8.6,"A",5850,"A","2020",6,169
"1235",2020-06-18,4.22,7.7,13.1,18.6,8.4,0.4,9.98,"USGS","13340600",10.6,"A",9.9,"A",6050,"A","2020",6,170
"1236",2020-06-19,1.03,8.6,15.8,23.1,10,0.4,16.31,"USGS","13340600",11.5,"A",10.9,"A",5820,"A","2020",6,171
"1237",2020-06-20,0.17,8.7,17.5,26.3,9.4,0.94,22.98,"USGS","13340600",11.4,"A",10.9,"A",5610,"A","2020",6,172
"1238",2020-06-21,1.2,10.1,16.2,22.2,11.5,0.65,13.34,"USGS","13340600",11.8,"A",10.8,"A",5660,"A","2020",6,173
"1239",2020-06-22,0.04,10.1,16.9,23.8,9.6,0.89,18.19,"USGS","13340600",12.9,"A",12.1,"A",5430,"A","2020",6,174
"1240",2020-06-23,0,8.9,18.2,27.5,9.9,1.18,24.08,"USGS","13340600",14,"A",13.2,"A",5170,"A","2020",6,175
"1241",2020-06-24,0,11.2,21.2,31.3,11.9,1.68,32.34,"USGS","13340600",14.3,"A",13.8,"A",4840,"A","2020",6,176
"1242",2020-06-25,0,12.7,21.4,30.2,12.1,2.08,28.79,"USGS","13340600",15,"A",13.9,"A",4620,"A","2020",6,177
"1243",2020-06-26,0,12.4,20.8,29.3,11.2,2.13,26.93,"USGS","13340600",15.6,"A",14.9,"A",4340,"A","2020",6,178
"1244",2020-06-27,0,12.6,21.4,30.2,11.3,2.06,30.03,"USGS","13340600",15.2,"A",14.9,"A",4150,"A","2020",6,179
"1245",2020-06-28,0.72,9.5,16.6,23.7,7.7,2.95,18.93,"USGS","13340600",14.2,"A",13.2,"A",3920,"A","2020",6,180
"1246",2020-06-29,8.19,7.6,11.7,15.9,7.1,0.27,8.18,"USGS","13340600",11.9,"A",11,"A",4260,"A","2020",6,181
"1247",2020-06-30,9.87,8.5,12.2,16,10.4,0.25,4.75,"USGS","13340600",10.4,"A",10.2,"A",4980,"A","2020",6,182
"1248",2020-07-01,6.82,7.9,12.5,17.2,9.6,0.16,7.09,"USGS","13340600",10.6,"A",10.1,"A",4650,"A","2020",7,183
"1249",2020-07-02,2.97,6.3,11.4,16.4,6.3,0.4,9.08,"USGS","13340600",12.1,"A",11.3,"A",3970,"A","2020",7,184
"1250",2020-07-03,0,6.6,14.8,23.1,7.9,0.48,17.05,"USGS","13340600",13.4,"A",12.7,"A",3680,"A","2020",7,185
"1251",2020-07-04,0,7.6,17.4,27.1,8.2,1.57,24.93,"USGS","13340600",14.6,"A",13.8,"A",3460,"A","2020",7,186
"1252",2020-07-05,0,8.6,16.8,25,6.8,2.38,21.81,"USGS","13340600",15.1,"A",14.3,"A",3260,"A","2020",7,187
"1253",2020-07-06,0,7.3,17.1,26.9,7.2,1.64,25.39,"USGS","13340600",15.4,"A",14.6,"A",3110,"A","2020",7,188
"1254",2020-07-07,0.46,8.1,18.5,29,8.6,0.77,28.73,"USGS","13340600",14.9,"A",14.5,"A",3000,"A","2020",7,189
"1255",2020-07-08,1.75,9.6,14.8,19.9,8.5,1.1,12.25,"USGS","13340600",13.8,"A",13.3,"A",2920,"A","2020",7,190
"1256",2020-07-09,0,7.3,14.6,21.9,7.8,0.83,15.56,"USGS","13340600",14.7,"A",13.8,"A",2750,"A","2020",7,191
"1257",2020-07-10,5.68,7,17.2,27.5,9.6,0.22,25.7,"USGS","13340600",16,"A",15.2,"A",2890,"A","2020",7,192
"1258",2020-07-11,0.05,9.7,17.3,24.9,10.8,0.41,18.69,"USGS","13340600",16.4,"A",15.7,"A",2660,"A","2020",7,193
"1259",2020-07-12,0,9,21,33.1,9.3,1.58,39.07,"USGS","13340600",16.6,"A",16.1,"A",2470,"A","2020",7,194
"1260",2020-07-13,0,9.9,16.2,22.5,7.4,2.48,17.01,"USGS","13340600",16.1,"A",15.4,"A",2340,"A","2020",7,195
"1261",2020-07-14,0,7,15,23.1,4.1,2,20.07,"USGS","13340600",16.1,"A",15.1,"A",2240,"A","2020",7,196
"1262",2020-07-15,0,5.8,15.8,25.8,5.2,2.24,24.57,"USGS","13340600",16.7,"A",15.6,"A",2150,"A","2020",7,197
"1263",2020-07-16,0,8.2,18.6,29.1,6.8,2.65,31.08,"USGS","13340600",17.6,"A",16.4,"A",2060,"A","2020",7,198
"1264",2020-07-17,0,10.2,20.5,30.8,9.6,2.71,32.29,"USGS","13340600",17.7,"A",16.9,"A",1990,"A","2020",7,199
"1265",2020-07-18,0,11.3,18.6,26,10,2.63,21.14,"USGS","13340600",17.9,"A",16.7,"A",1930,"A","2020",7,200
"1266",2020-07-19,0,10,19.1,28.1,8.9,1.75,27.2,"USGS","13340600",18.5,"A",17.1,"A",1860,"A","2020",7,201
"1267",2020-07-20,0,10.1,20.2,30.3,10.1,2.39,31.14,"USGS","13340600",19.3,"A",17.9,"A",1800,"A","2020",7,202
"1268",2020-07-21,0,11.6,21.6,31.7,10.2,3.09,34.56,"USGS","13340600",19.9,"A",18.5,"A",1740,"A","2020",7,203
"1269",2020-07-22,0,11.7,22.4,33.1,10.4,3.52,38.38,"USGS","13340600",19.7,"A",18.6,"A",1680,"A","2020",7,204
"1270",2020-07-23,0,13.4,22.3,31.2,12.1,3.74,30.26,"USGS","13340600",18.9,"A",18,"A",1660,"A","2020",7,205
"1271",2020-07-24,0,12.1,20.4,28.7,9.3,3.42,28.12,"USGS","13340600",18.8,"A",17.7,"A",1600,"A","2020",7,206
"1272",2020-07-25,0,9,18.1,27.3,4.6,3.16,28.63,"USGS","13340600",18.9,"A",17.6,"A",1530,"A","2020",7,207
"1273",2020-07-26,0,7.2,17.2,27.3,5.7,2.25,27.34,"USGS","13340600",19.2,"A",17.7,"A",1480,"A","2020",7,208
"1274",2020-07-27,0,8.4,20.1,31.8,7.7,2.56,37.09,"USGS","13340600",19.9,"A",18.2,"A",1440,"A","2020",7,209
"1275",2020-07-28,0,11.7,23.1,34.5,9,4.48,42.75,"USGS","13340600",20.3,"A",18.9,"A",1400,"A","2020",7,210
"1276",2020-07-29,0,12.6,23,33.4,10.5,4,38.86,"USGS","13340600",19.8,"A",18.8,"A",1370,"A","2020",7,211
"1277",2020-07-30,0,14.2,22.5,30.8,12.4,3.41,28.96,"USGS","13340600",20.3,"A",19,"A",1350,"A","2020",7,212
"1278",2020-07-31,0,14,25.1,36.2,12,3.52,46.8,"USGS","13340600",21.3,"A",19.8,"A",1300,"A","2020",7,213
"1279",2020-08-01,0,15.6,27.6,39.6,12.8,4.71,57.78,"USGS","13340600",21.5,"A",20.5,"A",1260,"A","2020",8,214
"1280",2020-08-02,0,14.3,22.8,31.3,13.1,3.14,29.92,"USGS","13340600",21.7,"A",20.7,"A",1250,"A","2020",8,215
"1281",2020-08-03,0,13.1,23.4,33.7,10.4,2.94,39.65,"USGS","13340600",21.6,"A",20.7,"A",1210,"A","2020",8,216
"1282",2020-08-04,0,11.4,20.3,29.2,9,3.31,29.1,"USGS","13340600",21,"A",20.2,"A",1180,"A","2020",8,217
"1283",2020-08-05,0,10,21,32,8.9,3.05,36.92,"USGS","13340600",20.8,"A",19.8,"A",1160,"A","2020",8,218
"1284",2020-08-06,0,10.9,22.4,33.9,10,2.04,41.61,"USGS","13340600",20.5,"A",19.8,"A",1140,"A","2020",8,219
"1285",2020-08-07,2.2,11.1,19.4,27.7,10.6,2.12,23.75,"USGS","13340600",20.4,"A",19.2,"A",1180,"A","2020",8,220
"1286",2020-08-08,0,7.5,15.4,23.4,5.7,1.34,20.14,"USGS","13340600",18.9,"A",18,"A",1150,"A","2020",8,221
"1287",2020-08-09,0,7.7,17.3,26.9,8,1.64,25.53,"USGS","13340600",18.5,"A",17.8,"A",1100,"A","2020",8,222
"1288",2020-08-10,0,8.7,17.8,26.9,7,1.87,25.56,"USGS","13340600",18.7,"A",17.7,"A",1070,"A","2020",8,223
"1289",2020-08-11,0,8.1,19.2,30.3,8,2.39,32.19,"USGS","13340600",19.1,"A",18.1,"A",1050,"A","2020",8,224
"1290",2020-08-12,0,10.4,20.8,31.3,6.3,3.21,36.17,"USGS","13340600",19,"A",17.5,"A",1030,"A","2020",8,225
"1291",2020-08-13,1.35,6.8,13,19.3,7.1,0.5,13.29,"USGS","13340600",17.2,"A",16.5,"A",1040,"A","2020",8,226
"1292",2020-08-14,0,5.5,14.8,24,4.1,1.14,22.45,"USGS","13340600",16.7,"A",15.8,"A",1020,"A","2020",8,227
"1293",2020-08-15,0,5,16.6,28.1,3.6,2.28,30.8,"USGS","13340600",17.3,"A",16.2,"A",986,"A","2020",8,228
"1294",2020-08-16,0,7.4,20.2,33,6.1,3.16,41.17,"USGS","13340600",18,"A",17,"A",966,"A","2020",8,229
"1295",2020-08-17,0,11.2,23.6,36,9.2,4.78,47.05,"USGS","13340600",19.3,"A",18.1,"A",952,"A","2020",8,230
"1296",2020-08-18,0,15.8,26.1,36.4,12.1,6.05,47.59,"USGS","13340600",20.8,"A",19.6,"A",926,"A","2020",8,231
"1297",2020-08-19,0.55,17.6,26.8,36,13.7,3.67,45.16,"USGS","13340600",21.8,"A",20.9,"A",942,"A","2020",8,232
"1298",2020-08-20,0.84,15.3,24.4,33.4,12.6,3.34,35.83,"USGS","13340600",21.8,"A",21,"A",983,"A","2020",8,233
"1299",2020-08-21,0,12,20.8,29.5,10.3,2.59,29.59,"USGS","13340600",20.7,"A",19.9,"A",928,"A","2020",8,234
"1300",2020-08-22,0,11,22.1,33.3,10.6,2,38.97,"USGS","13340600",20.1,"A",19.5,"A",894,"A","2020",8,235
"1301",2020-08-23,0,11.5,19.5,27.6,9.8,2.64,25.18,"USGS","13340600",19.4,"A",19,"A",871,"A","2020",8,236
"1302",2020-08-24,0,10.2,21.1,32,9.7,2.63,35.03,"USGS","13340600",19.4,"A",18.7,"A",862,"A","2020",8,237
"1303",2020-08-25,0,11.7,19.3,26.8,11.3,2.19,21.57,"USGS","13340600",18.4,"A",17.8,"A",879,"A","2020",8,238
"1304",2020-08-26,0,11,17.5,24.1,11.9,1.53,14.48,"USGS","13340600",17.9,"A",17.2,"A",887,"A","2020",8,239
"1305",2020-08-27,0,10,20.3,30.5,8.9,1.53,32.55,"USGS","13340600",18,"A",17.5,"A",850,"A","2020",8,240
"1306",2020-08-28,0,9.1,19.3,29.4,4.7,3.79,33.33,"USGS","13340600",18,"A",17.4,"A",813,"A","2020",8,241
"1307",2020-08-29,0,7.7,18.4,29.1,4.5,3.63,31.9,"USGS","13340600",17.4,"A",17,"A",796,"A","2020",8,242
"1308",2020-08-30,0,7.5,18.3,29,3.4,2.86,31.96,"USGS","13340600",17,"A",16.5,"A",777,"A","2020",8,243
"1309",2020-08-31,0,7.4,15.3,23.2,0.7,3.3,22.75,"USGS","13340600",16.2,"A",15.6,"A",783,"A","2020",8,244
"1580",2021-06-01,0,8.1,18.3,27.9,6.2,2.72,28.39,"USGS","13340600",10.3,"A",9.8,"A",9680,"A","2021",6,152
"1581",2021-06-02,0,10.4,20.9,30.8,9,2.59,33.08,"USGS","13340600",11,"A",10.2,"A",10700,"A","2021",6,153
"1582",2021-06-03,0.01,12.3,23.4,34,10.5,2.55,41,"USGS","13340600",11.1,"A",10,"A",11600,"A","2021",6,154
"1583",2021-06-04,0,13.8,23.5,32.6,12.1,2.95,34.61,"USGS","13340600",11,"A",10.1,"A",11800,"A","2021",6,155
"1584",2021-06-05,0,10.3,19.6,28,6.7,2.48,27.6,"USGS","13340600",11.2,"A",10,"A",11000,"A","2021",6,156
"1585",2021-06-06,0,6.2,14.1,21.6,2.8,1.98,18.32,"USGS","13340600",9.8,"A",9,"A",9370,"A","2021",6,157
"1586",2021-06-07,0,2.8,8.8,14.5,1.6,1.05,9.2,"USGS","13340600",8.9,"A",8.2,"A",8000,"A","2021",6,158
"1587",2021-06-08,1.54,2.4,10.7,18.5,3.3,0.71,13.68,"USGS","13340600",9.3,"A",9.1,"A",7180,"A","2021",6,159
"1588",2021-06-09,0.65,7.8,15,21.6,6.4,1.19,15.85,"USGS","13340600",9.9,"A",9.7,"A",6740,"A","2021",6,160
"1589",2021-06-10,4.21,8.5,13.7,18.8,8.4,0.46,10.23,"USGS","13340600",9.9,"A",9.2,"A",8670,"A","2021",6,161
"1590",2021-06-11,6.6,4.5,10.8,16.4,5,0.49,10.35,"USGS","13340600",9.1,"A",8.2,"A",7580,"A","2021",6,162
"1591",2021-06-12,1.92,4.4,14,23.1,5.8,0.52,19.69,"USGS","13340600",10.7,"A",9.9,"A",6770,"A","2021",6,163
"1592",2021-06-13,2.78,8.9,16.5,23.8,9.5,0.49,18.21,"USGS","13340600",11.9,"A",11,"A",6410,"A","2021",6,164
"1593",2021-06-14,0,11.3,23.3,34.6,11.7,2.03,40.42,"USGS","13340600",13.7,"A",12.9,"A",6480,"A","2021",6,165
"1594",2021-06-15,0,13.1,22.4,31.6,12.5,2,30.43,"USGS","13340600",13.6,"A",13.1,"A",6360,"A","2021",6,166
"1595",2021-06-16,2.66,8.1,14.9,21.3,9.9,0.7,11.73,"USGS","13340600",12.9,"A",12.5,"A",5980,"A e","2021",6,167
"1596",2021-06-17,0,6.6,15.1,23.3,7,0.75,18.9,"USGS","13340600",12.9,"A",12.4,"A",5210,"A e","2021",6,168
"1597",2021-06-18,0,7.2,17.3,26.8,6,1.42,26.08,"USGS","13340600",13.6,"A",12.8,"A",4700,"A e","2021",6,169
