"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","waterYear","doy"
"152",2021-06-01,0,11.5,19.9,28.5,9.9,3.85,27.45,"USGS","14205350",17.6,"A",15.1,"A",17.6,"A","2021",6,2021,152
"153",2021-06-02,0,13.7,23.1,32.6,13,3.81,34.47,"USGS","14205350",18.2,"A",15.9,"A",17.1,"A","2021",6,2021,153
"154",2021-06-03,0,11.3,20.1,29,12.2,1.35,24.96,"USGS","14205350",17.5,"A",15.2,"A",16.8,"A","2021",6,2021,154
"155",2021-06-04,0,8,16.5,25.3,11.3,0.97,17.31,"USGS","14205350",15.7,"A",13.8,"A",16.5,"A","2021",6,2021,155
"156",2021-06-05,0.05,7.1,14.9,22.7,6.3,0.72,18.34,"USGS","14205350",14.9,"A",13.2,"A",16.3,"A","2021",6,2021,156
"157",2021-06-06,1.67,5.6,10.4,15.3,6.2,0.81,7.71,"USGS","14205350",11.5,"A",10.7,"A",16.8,"A","2021",6,2021,157
"158",2021-06-07,3,5.8,9.6,13.5,6.1,0.53,5.61,"USGS","14205350",11.8,"A",10.7,"A",17.3,"A","2021",6,2021,158
"159",2021-06-08,0.26,5.6,10.6,15.4,5,0.49,9.79,"USGS","14205350",12.7,"A",11.2,"A",17.1,"A","2021",6,2021,159
"160",2021-06-09,1.51,4.7,10.6,16.5,6,0.67,9.2,"USGS","14205350",11.7,"A",10.5,"A",16.5,"A","2021",6,2021,160
"161",2021-06-10,0.82,4,10.4,16.9,5.7,0.52,10.04,"USGS","14205350",11.5,"A",10.3,"A",16.5,"A","2021",6,2021,161
"162",2021-06-11,2.36,5.7,11.3,16.8,6.7,0.58,10.37,"USGS","14205350",10.9,"A",10.5,"A",18.1,"A","2021",6,2021,162
"163",2021-06-12,5.14,8,11.1,14.3,10.3,0.5,3.12,"USGS","14205350",14.1,"A",11.9,"A",17.8,"A","2021",6,2021,163
"164",2021-06-13,15.24,8.1,15.1,22.4,12.8,0.5,13.03,"USGS","14205350",12.6,"A",12.3,"A",32.7,"A","2021",6,2021,164
"165",2021-06-14,17.09,12.8,15,17.1,15,0.13,0.7,"USGS","14205350",13.5,"A",12.5,"A",25.3,"A","2021",6,2021,165
"166",2021-06-15,3.13,10.4,14.9,19.2,11.9,0.68,8.59,"USGS","14205350",13.3,"A",11.9,"A",19.8,"A","2021",6,2021,166
"167",2021-06-16,2.42,8.3,13.3,18.3,9.1,0.98,9.44,"USGS","14205350",14.7,"A",12.3,"A",18.1,"A","2021",6,2021,167
"168",2021-06-17,0,7.4,14.9,22.4,8.6,0.6,16.27,"USGS","14205350",15.9,"A",13.5,"A",16.9,"A","2021",6,2021,168
"169",2021-06-18,0,9.4,17.3,25.3,8.2,2.2,21.26,"USGS","14205350",16.3,"A",13.9,"A",15.8,"A","2021",6,2021,169
"170",2021-06-19,0,8.9,16.2,23.7,8.7,1.65,16.56,"USGS","14205350",16.3,"A",13.9,"A",15.5,"A","2021",6,2021,170
"171",2021-06-20,0,8.7,17.2,25.9,11,1.38,19.5,"USGS","14205350",17.8,"A",15.4,"A",15.4,"A","2021",6,2021,171
"172",2021-06-21,0,12.2,20.8,29.5,13.1,1.72,24.22,"USGS","14205350",18.8,"A",16.3,"A",14.5,"A","2021",6,2021,172
"173",2021-06-22,0,13.1,22.7,32.3,13.1,2.66,32.97,"USGS","14205350",18.3,"A",16.3,"A",14,"A","2021",6,2021,173
"174",2021-06-23,0,12.1,19.8,27.4,12.9,1.33,20.56,"USGS","14205350",18.1,"A",15.8,"A",13.9,"A","2021",6,2021,174
"175",2021-06-24,0,10.5,18.4,26.4,12,0.98,18.25,"USGS","14205350",18.2,"A",15.8,"A",13.8,"A","2021",6,2021,175
"176",2021-06-25,0,10.7,19.9,29.1,12.5,0.79,24.72,"USGS","14205350",19.3,"A",16.7,"A",13.4,"A","2021",6,2021,176
"177",2021-06-26,0,15.3,23.5,32,15.2,2.36,30.25,"USGS","14205350",20.7,"A",18,"A",13.2,"A","2021",6,2021,177
"178",2021-06-27,0,18.4,28.1,38,16.6,4.71,48.18,"USGS","14205350",22.2,"A",19.4,"A",13.8,"A","2021",6,2021,178
"179",2021-06-28,0,20,30.4,40.9,15.8,8.04,61.11,"USGS","14205350",23.3,"A",20.4,"A",12.3,"A","2021",6,2021,179
"180",2021-06-29,0,15,28.8,42.6,14.7,1.86,68.61,"USGS","14205350",21.7,"A",19.6,"A",12.2,"A","2021",6,2021,180
"181",2021-06-30,0,14.1,22,30.4,15,0.89,24.33,"USGS","14205350",18.7,"A",17,"A",12.6,"A","2021",6,2021,181
"182",2021-07-01,0,14.4,17.7,20.9,13.8,0.6,7.96,"USGS","14205350",17,"A",16,"A",12.8,"A","2021",7,2021,182
"183",2021-07-02,0,13.8,18,22.1,13.7,0.8,9.83,"USGS","14205350",18.9,"A",16.5,"A",12.8,"A","2021",7,2021,183
"184",2021-07-03,0,13,20.1,27.2,14.1,0.61,18.22,"USGS","14205350",19.3,"A",16.9,"A",12.4,"A","2021",7,2021,184
"185",2021-07-04,0,12.2,20.3,28.4,13.6,0.8,22.44,"USGS","14205350",18.8,"A",16.5,"A",11.9,"A","2021",7,2021,185
"186",2021-07-05,0,11.3,19.5,27.6,11.6,0.46,22.65,"USGS","14205350",18.5,"A",16.1,"A",11.8,"A","2021",7,2021,186
"187",2021-07-06,0,11.5,19.4,27.4,11.3,0.99,22,"USGS","14205350",19.2,"A",16.5,"A",11.7,"A","2021",7,2021,187
"188",2021-07-07,0,11.2,20.7,30.1,12.4,0.98,27.42,"USGS","14205350",17,"A",15.8,"A",11.7,"A","2021",7,2021,188
"189",2021-07-08,0,11.1,16.8,22.5,11.7,0.98,12.62,"USGS","14205350",17.6,"A",15.3,"A",12.1,"A","2021",7,2021,189
"190",2021-07-09,0,10.2,16.9,23.5,10.7,0.88,15.55,"USGS","14205350",18.4,"A",15.7,"A",11.3,"A","2021",7,2021,190
"191",2021-07-10,0,10.1,19.7,29.3,12.6,0.6,24.97,"USGS","14205350",19.1,"A",16.6,"A",11.3,"A","2021",7,2021,191
